sittingDate,title,speaker,segment_no,speech_text
14-01-2026,Monitoring and Enforcement of Noise Threshold Compliance of Construction Noise near Residential Estates,Dr Charlene Chen,1,"asked the Minister for Sustainability and the Environment (a) in relation to construction noise near residential estates, how is compliance with noise thresholds enforced and how frequently is it monitored; (b) how are prolonged duration and cumulative exposure to such noise factored into enforcement measures; and (c) whether noise thresholds will be reviewed, including the use of psycho-acoustic factors such as sharpness and roughness of sound."
14-01-2026,Monitoring and Enforcement of Noise Threshold Compliance of Construction Noise near Residential Estates,Dr Janil Puthucheary,2,"Mr Speaker, Sir, construction sites within 150 metres of residential premises are required to install noise meters which the National Environment Agency (NEA) monitors. NEA takes strict enforcement action against contractors who exceed the permissible noise levels, with more severe enforcement action typically taken for repeated offences as well as those with a longer duration of time above the permissible noise level. NEA will continue to review the regulations including the permissible noise levels to ensure that they remain relevant and effective in protecting public health."
14-01-2026,Monitoring and Enforcement of Noise Threshold Compliance of Construction Noise near Residential Estates,Dr Charlene Chen,3,"I thank the Senior Minister of State for his response. Residents in Tampines living near the long-running Loyang Viaduct construction have reported prolonged stress from construction noise. So, given that sounds of similar decibel levels can differ in perceived loudness and distress, does the Ministry consider the use of psycho-acoustic factors, such as sharpness and roughness, in the review of thresholds? And another supplementary question would be what are the penalties when construction sites exceed noise thresholds?"
14-01-2026,Monitoring and Enforcement of Noise Threshold Compliance of Construction Noise near Residential Estates,Dr Janil Puthucheary,4,"Sir, I thank Dr Charlene Chen for her questions. When it comes to psycho-acoustic factors, we take reference from the World Health Organization (WHO) guidelines, which currently do not include psycho-acoustic factors, but this is a part of the science that is under review. We will continue to review our stance as well as take reference from the WHO with respect to what are the factors of sound that we take into account when enforcing the framework. Dr Chen also asked about the penalties. There are different ways in which we do this. The requirement for monitoring itself is a burden placed on the site operator, potentially requiring closed circuit television (CCTV), continuous real time monitoring. But if they transgress, then we will take further action against them. And if they fail to comply with the regulations, they will be guilty of an offence and shall be liable on conviction to a fine not exceeding $40,000. In cases of continuing offences, further fines not exceeding $1,000 a day, or part thereof, during which the offence continues after conviction. Thereafter, there are composition sums, depending on the circumstances of the case and the court findings."
14-01-2026,Monitoring and Enforcement of Noise Threshold Compliance of Construction Noise near Residential Estates,Ms Gho Sze Kee,5,"Similar to the hon Member, Dr Chen, I also receive feedback from residents of RiverEdge, a condominium that is situated in Tanjong Rhu. The lived experience on the ground appears to differ materially from what average equivalent continuous sound level (LEq) measurements suggest, with the Tanjong Rhu Build-To-Order construction site located less than 150 metres of existing residential block, residents have informed me that these repeated short bursts of intense construction noise that are technically compliant when averaged over five minutes – but nonetheless, they are quite disruptive. So, I have two questions for the Senior Minister of State. In such close proximity situations, how does NEA assess whether the current averaging based approach adequately reflects the actual disturbance experienced by the residents? And will the Ministry consider using Lmax instead in assessing compliance and addressing residents' complaints?"
14-01-2026,Monitoring and Enforcement of Noise Threshold Compliance of Construction Noise near Residential Estates,Dr Janil Puthucheary,6,"Sir, I thank Ms Gho for her questions. Indeed, we will consider and review how to best provide the correct supervision, regulatory framework and enforcement. We need to have a balance between the protection of the public health and allowing necessary work to proceed. And indeed, we do have an averaging of five minutes, but we also have some of the framework where it is averaging over 12 hours. So, there is a balance that we need to strike for different types of sound: persistent recurrent, repeated sharp bursts, as Ms Gho has pointed out. The current framework requires an average sound level over five minutes and she has asked us about Lmax, which means, not taking into account the time span for a person to be exposed to that sound, but the absolute level for the sound exposure. It is indeed something that we can study and we will study together with taking reference from the WHO guidelines that I explained earlier, which is the basis on which we have developed our framework. And this is also something that is under study internationally."
14-01-2026,Review of Enforcement Measures Against Pet Groomers and Proposal for Mandatory CCTV Recordings in Pet Grooming Facilities,Ms Jessica Tan Soon Neo,1,"asked the Minister for National Development whether the Animal and Veterinary Service (AVS) will consider (i) mandatory CCTV recordings in areas where pets are handled or housed in pet grooming facilities and (ii) requiring licensed operators to retain such footages for investigation purposes, to support accountability and transparency."
14-01-2026,Review of Enforcement Measures Against Pet Groomers and Proposal for Mandatory CCTV Recordings in Pet Grooming Facilities,Ms Jessica Tan Soon Neo,2,"asked the Minister for National Development (a) what measures are being taken to strengthen enforcement against pet businesses, including pet grooming facilities, that fail to comply with the Animals and Birds Act (ABA) and Code of Animal Welfare; and (b) whether under the review of the ABA, serious negligence by pet businesses causing animal harm or death may result in enhanced penalties or longer licence suspensions."
14-01-2026,Review of Enforcement Measures Against Pet Groomers and Proposal for Mandatory CCTV Recordings in Pet Grooming Facilities,Mr Alvin Tan,3,"Sir, may I have your permission to answer Question Nos 4 and 5 on today's Order Paper together, please?"
14-01-2026,Review of Enforcement Measures Against Pet Groomers and Proposal for Mandatory CCTV Recordings in Pet Grooming Facilities,Mr Alvin Tan,4,"Mr Speaker, all individuals working in animal-related businesses, including pet groomers, are entrusted with the care of their clients' animals and are expected to uphold high standards of animal welfare. Hence, these individuals face higher maximum penalties under the Animals and Birds Act (ABA) for animal cruelty and welfare offences compared to other members of the public. Failure to meet minimum standards stipulated under the Code of Animal Welfare may be used as evidence for enforcement action. Upon conviction for an animal welfare offence, the Court may also issue a disqualification order to an individual to disqualify them from owning an animal or running an animal-related business for up to 12 months. The National Parks Board (NParks) has investigated 54 cases of feedback alleging harm to pets caused by groomers over the past three years. We are reviewing the regulatory regime for pet sector activities, including pet grooming businesses, under the ongoing review of the ABA. We will consider whether to include requirements for closed circuit television (CCTV) recordings when we amend the legislation. We are also reviewing the appropriate penalties for animal welfare and cruelty offences, including those that apply to animal-related businesses."
14-01-2026,Review of Enforcement Measures Against Pet Groomers and Proposal for Mandatory CCTV Recordings in Pet Grooming Facilities,Ms Jessica Tan Soon Neo,5,"I thank the Minister of State for the reply and for the reassurances. I do have a few supplementary questions for both my Parliamentary Questions (PQs). For my first PQ, I would like to ask, are the current standards for supervision of pets during grooming sessions, particularly when they are secured in holding areas or cages, whether the Animal and Veterinary Service (AVS) would review the protocols for this to prevent prolonged unsupervised confinement that may result in distress or worse, injury or fatality? And the other supplementary questions for this PQ are: what are the current processes and response time for handling complaints of suspected negligence in pet businesses? And how can AVS improve public reporting channels and investigation process to ensure timely follow-up? The whole point is really, how to, first of all, report and also, how can pet owners be more aware of businesses that have had complaints and may not have followed protocols. But more importantly, are there going to be tighter protocols, for when they are in confined areas or unsupervised? For my second PQ, I would also like to ask, apart from penalties – because that is after the fact and when once pet is injured, or I think the distress I have had for my residents and many pet owners who have shared that it can be extremely distressing and so, rather than penalties, which are good deterrents, but really prevention – so, will AVS consider introducing mandatory certification or competency requirements for pet groomers? And more importantly, skills training to ensure proper animal handling, not so much the grooming, but the animal handling and safety protocols, and more importantly emergency response when the pets are injured. Will the Ministry also review the licensing conditioning for pet grooming businesses to incorporate minimum supervision requirements and emergency preparedness protocols?"
14-01-2026,Review of Enforcement Measures Against Pet Groomers and Proposal for Mandatory CCTV Recordings in Pet Grooming Facilities,Mr Alvin Tan,6,"Thank you, Mr Speaker. Clearly, it is a very important topic. First of all, as I mentioned to the Member, we are reviewing the ABA and we are getting feedback from Members, as well as members of the public. We are reviewing under the review of the ABA, the regulatory regime for pet sector activities and this includes pet grooming businesses and the other areas in which the Member has highlighted. With regard to the Code for Animal Welfare, which I mentioned earlier on, this is for specific to the pet industry. This Code of Animal Welfare specifies minimum standards and best practices for pet businesses and pet groomers. All pet groomers are encouraged to comply with these sets of standards and best practices, and that includes not leaving animals unattended in rooms, unsupervised, as the Member had mentioned. But where there are breaches to this code, they can be used to support prosecution under the ABA and where unnecessary pain or suffering has been found to be inflicted on the animal, that is section 42 of the ABA, or failure of duty of care is found, section 41 of the ABA, NParks then can take an appropriate enforcement action under ABA. So, we are looking at all of these reviews under the review of the ABA. Currently, there are already levers for NParks to take action and we will take all of the feedback into regard. If members of the public or the Member herself comes across any reports, please feel free to contact AVS. I have gotten the number here – it is 1800 4761 600. And AVS will be prompt and swift."
14-01-2026,Regulating Owners of Large Rental Car Fleets due to Impact on Private Hire Drivers' Livelihoods After Insolvency,Ms Yeo Wan Ling,1,"asked the Acting Minister for Transport (a) whether the LTA should consider regulating owners of large rental car fleets, given the impact on private-hire drivers' livelihoods if these car rental companies were to undergo financial distress or insolvency; and (b) how will the LTA work with tripartite partners, including the National Private Hire Vehicles Association, for an orderly transition and to safeguard drivers’ livelihoods in such circumstances."
14-01-2026,Regulating Owners of Large Rental Car Fleets due to Impact on Private Hire Drivers' Livelihoods After Insolvency,Ms Sun Xueling,2,"We are deeply sympathetic towards the plight of drivers who are affected by the Autobahn business failure. We recognise the impact large car rental companies have on drivers' livelihoods when such companies become financially distressed or insolvent. That is why, when the Autobahn situation happened, the Land Transport Authority (LTA) worked swiftly with the National Taxi Association (NTA), the National Private Hire Vehicles Association (NPHVA) and the point-to-point (P2P) operators to help affected drivers secure other vehicles and earning opportunities. If drivers wish to seek civil recourse, the National Trades Union Congress (NTUC) also has a legal clinic to provide legal advice to members, including on contractual issues. Availing of such support does not require car fleet owners to be regulated. Regulation can result in increased compliance burden and ownership cost for private hire vehicles which could likely be passed through to drivers and passengers."
14-01-2026,Regulating Owners of Large Rental Car Fleets due to Impact on Private Hire Drivers' Livelihoods After Insolvency,Ms Yeo Wan Ling,3,"Thank you, Speaker. With the growing number of private hire drivers renting their vehicles from third party rental companies, many are actually subjected to non-standardised and often onerous rental contract terms. This includes, for instance, high excesses for vehicle damage and unclear clauses governing termination, as in the Autobahn case, penalties or the withdrawal of driver benefits. What more can the Ministry or the LTA do, working with NTUC, the NPHVA and the NTA to equip our drivers to better understand and compare rental agreements, so that they can make informed decisions and avoid unfair contractual terms. The other one too, is whether or not, such contract literacy and consumer protection guidance can actually be incorporated into the curriculum for our vocational licences."
14-01-2026,Regulating Owners of Large Rental Car Fleets due to Impact on Private Hire Drivers' Livelihoods After Insolvency,Ms Sun Xueling,4,"I thank the Member for raising the questions. LTA will work with the associations to increase drivers' awareness of their rental contract terms so that they are more aware of their contractual rights and obligations. On her second point, LTA will set up a workgroup to review the vocational licence curriculum and this review of the curriculum will include the recent Platform Workers Act and its relevant protections. We are also open to including in the curriculum, education on contractual matters."
14-01-2026,Regulating Owners of Large Rental Car Fleets due to Impact on Private Hire Drivers' Livelihoods After Insolvency,Mr Ng Chee Meng,5,"Thank you, Mr Speaker. I declare my role in NTUC as the Secretary-General. In this case, Senior Minister of State, NTUC's affiliated platform workers associations – NTA and NPHVA – stepped in almost immediately together with the tripartite partners to assist the drivers and provided a timely support, especially in arranging new cars to continue with their livelihood. But even then, I know that even many of the drivers are concerned about losing their deposits, ranging from $500 to $1,000. This is not a small sum to many of my brothers on the ground. Would there be some measures to ensure that owners of large rental fleets, to get them to ring-fence some of the funds, so that in the event of insolvency, these deposits for drivers can be safeguarded?"
14-01-2026,Regulating Owners of Large Rental Car Fleets due to Impact on Private Hire Drivers' Livelihoods After Insolvency,Ms Sun Xueling,6,"I thank the Member for his question and also his suggestion. With regard to ring-fencing, it is quite close to what the earlier Member had shared. It is along the same lines as to whether or not there can be regulations, whether or not the car dealer industry should be regulated. I had shared in my earlier reply that this can lead to increased compliance burden, which can eventually find its way into becoming higher cost for drivers as well as passengers. That said, I recognise the difficulties that the current set of drivers who are impacted by the Autobahn situation face. The matter is now before the High Court, but because these drivers are unsecured creditors, it is likely that they will face difficulties getting their deposits back. And that is why, I think moving forward, we need to work closely with the associations to see how to better equip our drivers about what they understand about their rental contracts. And where these drivers who are currently impacted face financial difficulties, I think we can work together to see and together with community help, see how we can best help these drivers. I would also like to add that I think most importantly, which is what LTA has done together with NPHVA and NTA, is to quickly secure new earning opportunities for the drivers, which is what has been done together as a tripartite group to quickly work with GrabRentals, CDG Rent-A-Car, to make sure that the affected drivers are able to secure new vehicles at good contractual terms, so they can quickly get back onto the roads and to continue earning an income."
14-01-2026,Regulating Owners of Large Rental Car Fleets due to Impact on Private Hire Drivers' Livelihoods After Insolvency,Mr Patrick Tay Teck Guan,7,"Can I just suggest to the Senior Minister of State that perhaps, the Ministry of Manpower (MOM) short-term financial assistance for those workers that are in need, may possibly be extended to this group as well, since the company is being liquidated or some scheme arrangements being carried out? For consideration."
14-01-2026,Regulating Owners of Large Rental Car Fleets due to Impact on Private Hire Drivers' Livelihoods After Insolvency,Ms Sun Xueling,8,Thank you for the suggestion. Let me consult with my MOM colleagues.
14-01-2026,Implementing CPF Lifetime Retirement Investment Scheme to Enable CPF Members an Option for Higher Expected Returns,Mr Shawn Loh,1,"asked the Minister for Manpower what are the considerations to implement the CPF Lifetime Retirement Investment Scheme, accepted by the Government in 2016, given that a typical investment portfolio of 65% equities and 35% bonds has earned 9.5% returns per annum over the past five years, and delaying the scheme's implementation may deprive CPF members an option to take risks to earn higher expected returns."
14-01-2026,Implementing CPF Lifetime Retirement Investment Scheme to Enable CPF Members an Option for Higher Expected Returns,Dr Tan See Leng,2,"Mr Speaker, the Ministry of Manpower (MOM) is in the final stages of studying how we can provide further support to Central Provident Fund (CPF) members to plan for their retirement through products that would strike the right balance between risk and return. We will provide updates when ready. In the meantime, members who wish to invest their CPF savings for potentially higher returns can already do so through a number of low-cost funds under the CPF Investment Scheme."
14-01-2026,Implementing CPF Lifetime Retirement Investment Scheme to Enable CPF Members an Option for Higher Expected Returns,Mr Shawn Loh,3,"Thank you, Mr Speaker. It is often said that time in market is more important than timing the market for investments. And so, I am glad to hear the Minister's update that the Ministry is in the final stages of implementing the Lifetime Retirement Investment Scheme. For too long have Singaporeans been deprived of the simplified investment choices that the scheme had envisaged. My question to the Minister is this: given the passage of time, would the Ministry also consider investing resources to educate the broad base of CPF members that can eventually benefit from this scheme? Can we invest a lot more resources to increase the level of financial literacy for the broad base of CPF members whose many CPF savings are still stuck in Ordinary Account, savings that are not used for housing and education, and can be better applied to earn a higher investment return on an expected basis?"
14-01-2026,Implementing CPF Lifetime Retirement Investment Scheme to Enable CPF Members an Option for Higher Expected Returns,Dr Tan See Leng,4,"I thank the Member for his supplementary question. The straight answer is, of course, we will do that. When we have finalised the details of the provision of further support, in terms of planning their retirement through products, striking this optimal balance between risk and return, we will contemporaneously roll out publicity initiatives to educate the broad masses of our CPF members, hoping that they will benefit from it. I wanted to also address the hon Member's point about timing the market and the time in the market. I fully agree with him. But I think we also have to be very mindful of the fact that whatever plan, whatever investment products that we eventually do end up working with the multiple big providers in the market to provide, we have to carefully study the impact of these proposed adjustments to our CPF system. For us, the penultimate objective has always been to safeguard retirement adequacy. So, the different features, the parameters that strike this optimal balance between risk and return are quite essential for us. If you look at the last few years, we have experienced significant market turbulence, significant investment headwinds. When we launch a particular product, any investor who had to liquidate his or her investment for retirement needs during a market downturn would have experienced, depending on how long he has been invested for, a significant drop in his asset value and that can impact adversely his retirement adequacy. Of course, if you look back with the benefit of hindsight, it is always good to be able to time the market properly. But I think, in reality, looking forward is a more difficult endeavour. But like I said, we are in the final stages. I do beg for the indulgence of the Member that once it is ready, we will be ready to announce the range of products."
14-01-2026,Implementing CPF Lifetime Retirement Investment Scheme to Enable CPF Members an Option for Higher Expected Returns,Mr Chua Kheng Wee Louis,5,"Thank you, Speaker, and thank you for the update, Minister, on this. It might have saved me one cut for this year's Committee of Supply. In terms of the launch of the Lifetime Retirement Investment Scheme, I just wanted to ask if this is something which is still part of the consideration set, in terms of this final review of the various options that Minister talked about. After all, it was back in 2016 when the Lifetime Retirement Investment Scheme was being accepted by the Government, and while we may be considering a various range of options when it comes to investing one's CPF, whether the Lifetime Retirement Investment Scheme still features in it and whether we can still expect an update by this year."
14-01-2026,Implementing CPF Lifetime Retirement Investment Scheme to Enable CPF Members an Option for Higher Expected Returns,Dr Tan See Leng,6,"I thank the Member for his supplementary question. I have shared earlier on that we are close to finalising the details. We will announce it at the appropriate time. We have taken guidance from the CPF Advisory Panel and we are in the process of studying how we can incorporate some of the features, because, obviously, a certain time has passed and the markets have also evolved. As I have said earlier on, I beg for the indulgence and the patience of every Member in the House. When we are ready, we will announce it."
14-01-2026,Implementing CPF Lifetime Retirement Investment Scheme to Enable CPF Members an Option for Higher Expected Returns,Assoc Prof Jamus Jerome Lim,7,"Thank you, Speaker, for your indulgence. A quick follow-up on this. Minister, I do not want to entirely pre-empt what you will eventually announce, but I wonder if in considering the distribution of equities and bonds for the Lifetime Retirement Investment Scheme , whether the CPF Board will also consider the possibility of one that is fully directed toward the local market as an additional means of providing liquidity to our beleaguered Singapore Exchange (SGX)."
14-01-2026,Implementing CPF Lifetime Retirement Investment Scheme to Enable CPF Members an Option for Higher Expected Returns,Dr Tan See Leng,8,"I thank the Member for his suggestion. The construct of the product will take into account different weightages on global equities versus bonds. It will also be a glide path, depending on when the member would enter into the particular product that we are looking at. These are some of the considerations. Like I said, we are not ready to announce it yet because we are finalising the product. As to which markets and so on, depending on how we work with — when the hon Member talks about the local market being beleaguered, actually, over the last couple of months, I think the SGX returns has been quite impressive. So, I may not necessarily agree with him on that point."
14-01-2026,Building on Working Relationship with Saudi Authorities to Manage Haj Arrangements and Quotas for Singaporeans,Ms Yeo Wan Ling,1,"asked the Acting Minister-in-charge of Muslim Affairs how Singapore builds on its established working relationship with the Saudi authorities in managing Haj arrangements, including addressing considerations around (i) quota allocation, (ii) queue arrangements and (iii) health requirements for senior pilgrims."
14-01-2026,Building on Working Relationship with Saudi Authorities to Manage Haj Arrangements and Quotas for Singaporeans,Assoc Prof Dr Muhammad Faishal Ibrahim,2,"Mr Speaker, Singapore enjoys a strong working relationship with the Kingdom of Saudi Arabia’s Ministry of Hajj and Umrah. We have a quota of 900 places for Haj pilgrims from Singapore and have requested for more Haj places. Most recently, I conveyed this request to the Minister of Hajj and Umrah, Dr Taufiq bin Fawzan Al-Rabiah, during my visit to Saudi Arabia in November 2025. The Islamic Religious Council of Singapore (MUIS) administers our Haj quota through the MyHajSG portal queue system. Places are allocated on a first come, first served basis for fairness and transparency. An exception is made for senior Haj pilgrims, aged 70 years and above, who are given priority consideration. From 2026, Saudi Arabia will introduce new requirements for Haj pilgrims to produce a valid medical health certificate. MUIS and the Ministry of Health have worked with local healthcare providers to help our pilgrims fulfil these requirements."
14-01-2026,Building on Working Relationship with Saudi Authorities to Manage Haj Arrangements and Quotas for Singaporeans,Ms Yeo Wan Ling,3,"I had constituents meet with me to ask more about the support that can be given to them for their Haj trips and especially those of their senior parents, particularly in the safety and health aspects when they are at Haj. I hope that the Minister could provide us with some examples of how MUIS, as well as the Ministry, is assisting them on this and supporting them through this. And I am also heartened that there are workings right now to ask for a higher quota. But could I ask: is there anymore that we can do to improve our chances of obtaining a higher quota for Haj?"
14-01-2026,Building on Working Relationship with Saudi Authorities to Manage Haj Arrangements and Quotas for Singaporeans,Assoc Prof Dr Muhammad Faishal Ibrahim,4,"Sir, I thank the Member for the supplementary questions, and I thank her for her concern in this area. It is an important area for the Muslim community here in Singapore. If you look at how the system works today, Saudi Arabia sets the Haj quota for various countries based on a standardised formula, that is 0.1% of each country's Muslim population. So, Singapore was allocated 900 places for Haj 2026. Having said that, over the years, if you look back and up to today, Singapore has proactively engaged Saudi Arabia to request for additional Haj quota. While I had conveyed this request, as shared in my answer, during my recent meeting with the Saudi Arabia's Minister of Hajj and Umrah, other Singapore leaders have also raised the same request during their meetings with the Saudi Arabia counterparts. So, I assure the Member we will continue to do so. At the same time, MUIS works closely with the Saudi Arabia Ministry of Hajj and Umrah in demonstrating excellent Haj management and also compliance with regulation. So, this I believe will put us in good stead to request for larger Haj quota. So, I would like to urge everyone here, as well as whoever can contribute in this, let us continue to work together to help our Muslim community fulfil their aspirations to perform the Haj."
14-01-2026,Reintegration of Platform Workers to Traditional Employment through Support for Job Redesign Programme,Mr Gerald Giam Yean Song,1,"asked the Minister for Manpower (a) whether the Support for Job Redesign programme is deployed to incentivise flexible work arrangements that mirror platform autonomy to attract platform workers back to traditional employment; and (b) if so, what results have been achieved through this programme."
14-01-2026,Reintegration of Platform Workers to Traditional Employment through Support for Job Redesign Programme,Mr Shawn Huang Wei Zhong,2,"Mr Speaker, the Support for Job Redesign programme aims to help employers redesign jobs to drive business objectives, including accommodating Flexible Work Arrangements (FWAs), improve workforce effectiveness and help businesses tap on a broader pool of workers. The programme is not targeted at bringing platform workers back to traditional employment, as platform workers operate under different work arrangements from employees on FWAs. Workforce Singapore (WSG) does not track the number of platform workers who transition to traditional employment through the programme."
