sittingDate,title,speaker,segment_no,speech_text
25-09-2025,"Career Impact of SkillsFuture Credits, Mid-Career Training Allowance and Level-Up Programme",Dr Janil Puthucheary,11,"I thank Mr Kwek for the question. It is an important issue, but it is a little bit preliminary, it is a little bit premature. The programme is not very old and some of the types of gains that he is talking about will indeed take years to be realised. You transition into a new industry or even stay within the industry but now with the new set of qualifications. Although you have the qualifications, you now have to apply them to the job, develop your career prospects within this new role in this new task. And it can take some time for these to be realised in a metric that we can measure and present to the House. So, in the short term, some of the things that we have learned are about the need to have better matching and better integration between the curricula, the services of the training providers and the needs of the industry; and to look to see how we can bring the employers and in particular, large employers, those that we think of as SkillsFuture developers or Queen Bees, together with the trade associations, have them either participate in the training or inform the training providers about the curricula, the job roles and the particular skills and tasks that the learners are engaged in. The better we can do that, the more confidence the employers will have in the approach that we are taking and hence, the more confidence that workers and learners will have in dealing with the opportunity cost that is very real for someone undergoing training. So, those are some of the short-term lessons. I think the issues that the Member has highlighted are indeed important, but it is a little bit early to have a definitive comment on that."
25-09-2025,"Career Impact of SkillsFuture Credits, Mid-Career Training Allowance and Level-Up Programme",Dr Hamid Razak,12,"Thank you, Mr Speaker. I would like to thank the Senior Minister of State for the detailed reply. I understand and appreciate the reasons why 40 was used as an age cut-off for the SkillsFuture Mid-Career Training Allowance. I am just wondering whether the Ministry has data on the appeals put to the Ministry for those aged 40 and below for the SkillsFuture Mid-Career Training Allowance – because studying those data may show us how better we can support the age group beyond just SkillsFuture itself."
25-09-2025,"Career Impact of SkillsFuture Credits, Mid-Career Training Allowance and Level-Up Programme",Dr Janil Puthucheary,13,"Sir, I thank Dr Hamid Razak for the question. Indeed, the decision to think of the age cut-off at 40 is informed by data, but not so much on the data that we have on appeals. I do not have the direct data for appeals received or granted. Perhaps the Member can return with a further question, if that is the focus. The data that informs us about the age cut-off is about the risks of a given individual becoming unemployed, and the length of time taken for that individual to then go back into the workforce and find a job. And we can see that those in their 40s have a higher risk of becoming unemployed, potentially because of skills obsolescence, and take longer to then go back into the workforce and to find employment, as compared to people in their 20s and 30s. And so for that reason, we have chosen the cut-off for that particular tier to be at 40. I just want to take the opportunity to emphasise that it does not mean that anybody under the age of 30 does not have assistance. There are the subsidies that are available to all Singaporeans at up to 70%, potentially rising to 90% if it is employer-driven; there is the SkillsFuture Credit that is available to everybody above the age of 25; and the moves that we are making to support lower-wage workers that are above the age of 30 that are coming and have already been announced. I would also point out that there are plenty of training opportunities available to Singaporeans of all ages that are not under SkillsFuture. Many organisations make training opportunities available. The public sector is one, for example, that provides training through the Civil Service College and so public sector officers do not have to use the SkillsFuture Credit in order to develop new opportunities through training. And there are many other employers that are doing something similar."
25-09-2025,"Career Impact of SkillsFuture Credits, Mid-Career Training Allowance and Level-Up Programme",Mr Kenneth Tiong Boon Kiat,14,"I thank the does that not suggest that the 30 to 39 age group should be the subject of greater help, particularly for the SkillsFuture Level-Up Programme? And the second question is in regards to the clause restricting the Mid Career Training Allowance to undergraduate qualifications. On Monday, Deputy Prime Minister Gan said that there were five growth areas: precision medicine, AI, green economy, autonomous vehicles, space, and there is a strong research and development (R&D) and reskilling component for all of these industries. For those that have reliable data that I have managed to find, most of the R&D jobs – 90% to 100% of them – do require postgraduate degrees; and generally, in the industry, it appears that 30% to 40% of the jobs in the industry do require postgraduate degrees. So, I will just ask the Senior Minister of State, does he not agree that the clause restricting postgraduate qualifications does not really align with the spirit of the Ministry of Trade and Industry's future strategy?"
25-09-2025,"Career Impact of SkillsFuture Credits, Mid-Career Training Allowance and Level-Up Programme",Dr Janil Puthucheary,15,"Mr Speaker, I thank Mr Tiong for the two questions. For his first question on the age cut-off and the training participation, I think that we should not take the view that what we must strive for is for everyone to use up their SkillsFuture Credit as soon as possible, and to engage in training as soon as possible. The idea is to make sure that there is an assurance that at any time of your career over the course of your life, you will have the opportunity to reskill should there be a need. And so, if there is no need – you are within a career, you are developing your professional skillsets, there is opportunity ahead of you – then, that may be the right thing for you to do, rather than using your SkillsFuture Credit and going for a course for a certification. We do want you to get into the culture of lifelong learning. And so perhaps, if there is an interest, a small course, please do so. But I think we should not necessarily see the data in a negative light. It may well be that that category of people does not need to utilise the SkillsFuture Credit in quite the same way and may need to do so at a future point in their career – which is its purpose. For the second point in terms of the postgraduate support, as I have explained, we are open to considering if there is a need. The issue is whether today, the supply of people with appropriate qualifications in order to drive the development of those areas is constrained by the type of training that is provided. It does not appear to be a direct indication at this point in time. We would also not want, as we are developing these programmes, to create a paper chase. Certainly, we do not want people to go and chase after postgraduate qualifications if they are not going to result in outcomes for that individual, which are useful to that individual. So, I think we have started this. We will learn from the lessons as we implement it. And should the need be there, we can always consider it again. But at the moment, as I have explained my original answer, it is not that there are no postgraduate qualifications that are supported. It is specifically the training allowance that is not applied, but the SkillsFuture Credit can be used for Masters programmes at our autonomous universities, and those Master's programmes indeed do support the various niche areas that that Mr Tiong highlighted in his supplementary question."
25-09-2025,"Career Impact of SkillsFuture Credits, Mid-Career Training Allowance and Level-Up Programme",Mr Vikram Nair,16,"Thank you. I thank the Senior Minister of State, especially for the explanation of the Mid Career SkillsFuture Grant. The first part of my question actually was about the utilisation of SkillsFuture credits generally. Because I think in the middle of this year there was a report that said 70% of eligible households have not used the one-off $500 top-up for SkillsFuture, which is set to expire at the end of this year. So, taking the Senior Minister of State's point that SkillsFuture is meant for the long term, does the Senior Minister of State see this as a problem and is this something for which, say, the expiry should be extended, or something for which we should encourage people to utilise more quickly?"
25-09-2025,"Career Impact of SkillsFuture Credits, Mid-Career Training Allowance and Level-Up Programme",Dr Janil Puthucheary,17,"Sir, I thank Mr Nair for highlighting the expiry of the $500 SkillsFuture Credit top-up that we have benefited from. I would encourage all Members of this House who I am sure are in the eligible age group, please do use up your expiring credits by the end of the year. Many courses are eligible for that subsidy. But that is not the end of the SkillsFuture Credit, and there is the additional $500 opening Credit and then the $4,000 that is available for the long term which does not expire. We do want to encourage people to take a few courses; and for some of the courses, you do not need to use very much of your SkillsFuture credits. Get into the habit of understanding what does lifelong learning look like and what does it mean to take a course while you are working if you have not done something like this before. In terms of the overall utilisation, we do see a spread of individuals of about 30% in their 40s, 30% in their 50s and 30% in their 60s, which then highlights that actually, this is about giving assurance that at any point during your career, if you should need a reboot, an opportunity to develop a new set of skills, there will be support and opportunity created through the SkillsFuture movement. So, in general, for most of the SkillsFuture Credit, there is no rush, and you can start to sample and set yourself up for the future. But for one particular tranche, I would encourage all Members and also, as you go and visit your constituents, to remind them that this $500 of SkillsFuture Credit is expiring by 31 December 2025. It is worth having your first taste of what it feels like to do lifelong learning and make use of those credits to do a course."
25-09-2025,Indicators of Success in AV Trials and Helping Public Transport Workers Transition to AV-related Roles,Ms Yeo Wan Ling,1,asked the Acting Minister for Transport (a) how will Punggol residents' safety be prioritised when autonomous vehicles (AV) are trialed in the fourth quarter of 2025; (b) how does the Ministry ensure that rides offered by AVs are affordable and accessible to residents; and (c) how will the Ministry involve public transport workers and ensure they have a role to play when AVs are rolled out.
25-09-2025,Indicators of Success in AV Trials and Helping Public Transport Workers Transition to AV-related Roles,Mr Edward Chia Bing Hui,2,asked the Acting Minister for Transport (a) what key performance indicators will be used to measure the success of autonomous vehicle trials; (b) what safety benchmarks are in place; and (b) how legal liability and system security risks will be addressed.
25-09-2025,Indicators of Success in AV Trials and Helping Public Transport Workers Transition to AV-related Roles,Mr Edward Chia Bing Hui,3,"asked the Acting Minister for Transport (a) what system-level benefits such as (i) improved accessibility (ii) reliability of public transport and (iii) congestion and emissions reductions, Singapore anticipates from autonomous vehicle (AV) deployment; and (b) whether such efficiencies may enable more affordable public transport in the future."
25-09-2025,Indicators of Success in AV Trials and Helping Public Transport Workers Transition to AV-related Roles,Mr Edward Chia Bing Hui,4,asked the Acting Minister for Transport (a) how will the Government’s autonomous vehicle (AV) strategy affect driving-related jobs; (b) what new job opportunities are expected; and (c) how the Ministry plans to support workers in transitioning to AV-related roles.
25-09-2025,Indicators of Success in AV Trials and Helping Public Transport Workers Transition to AV-related Roles,Ms Sun Xueling,5,"Mr Speaker, if I may have your permission to take Question Nos 6 to 9 in today’s Order Paper together?"
25-09-2025,Indicators of Success in AV Trials and Helping Public Transport Workers Transition to AV-related Roles,Ms Sun Xueling,6,"Autonomous vehicles (AVs) can enhance connectivity and create good jobs for Singaporeans. AVs will add to our public transport network without running up against fundamental manpower constraints. We will start by deploying autonomous shuttles to operate scheduled, fixed-route services within our towns. These shuttle services can directly connect residents to key transport nodes and amenities such as the market and polyclinic. There are three pilot routes in Punggol. If successful, we intend to expand the service to other towns that are further away from the city, such as Tengah. Besides AV shuttles, we will be piloting AV buses as public buses, starting with SBST bus services 400 and 191, which serve Marina Bay and one-north respectively. The Ministry of Transport (MOT) and the Land Transport Authority (LTA) have put in place safeguards to ensure safe AV deployment in the regulatory sandbox as provided for in the Road Traffic Act. Every AV must pass a safety assessment before it is authorised to operate on public roads. The vehicle must be able to respond safely to the behaviour of other road users and adhere to traffic rules. For a start, a safety operator will be on board the AV at all times. All AVs deployed on roads must have third-party liability insurance, covering death, bodily injury and property damage. Third parties would be compensated in the event of accidents, similar to conventional vehicles. The AV industry will bring new job opportunities for Singaporeans, including for our transport workers. There will be roles such as safety operators, remote operators, engineers and technicians. As the supply of AV vehicles will be limited at the start, there will be no displacement effect for our taxi and private-hire vehicle drivers in the short term. That said, we recognise their anxiety. The Government and AV operators will roll out training and reskilling programmes to help drivers to take on opportunities in the AV sector, or to move into other sectors if they prefer. We will put these programmes in place early to provide drivers with options and time to go for reskilling."
25-09-2025,Indicators of Success in AV Trials and Helping Public Transport Workers Transition to AV-related Roles,Ms Yeo Wan Ling,7,"I declare I am the Executive Secretary of the National Transport Workers' Union. The announcement of the roll-out of the AV shuttle trials in Punggol has been met with both excitement and curiosity. I thank the Ministry for putting in a phased approach for the roll-out with safety mapping and terrain customisation of Punggol streets, before passengers services start. This will no doubt allow our Punggol residents to be familiarised with the technology and services, and to be more confident of the use of AVs in their daily commute. What are the safety key performance indicators to be achieved during the non-passenger phase of the Punggol AV trials before graduating into passenger services? And will there be a town-wide consultation with Punggol residents during the various roll-out phases? In addition, I note that there has been some identification of new jobs that would be created with AV trials, such as safety drivers and remote operators which the Senior Minister of State has talked about. How will the Ministry direct the appointed AV service providers to work with the transport unions and associations on prioritising these jobs for existing transport workers and to make more accessible the application for such jobs to a wider group of transport workers?"
25-09-2025,Indicators of Success in AV Trials and Helping Public Transport Workers Transition to AV-related Roles,Ms Sun Xueling,8,"I thank the Member Ms Yeo Wan Ling for raising these questions. She has been a very, very active proponent for workers in the transport industry – in particular, after we have shared about our AV plans. First and foremost, safety is a key priority for MOT and LTA. And that is why we are taking a phased approach to deploy the use of AV services. Firstly, before AVs are allowed on public roads in Singapore. They are subject to LTA's AV assessment framework, which requires them to pass a closed-circuit test at the Centre of Excellence for Testing and Research of Autonomous Vehicles (CETRAN). Secondly, all AVs are required to undergo a preparatory phase with a safety operator on board at all times to map the routes to calibrate the sensors and fine-tune relevant artificial intelligence (AI) models. All shuttles are also monitored in real-time with performance data collected and analysed to ensure safe and reliable operations. Apart from that, when we first identified the routes for trial in Punggol, we have taken care to identify what we call as ""PUDOs"", pick up and drop-off points, where there is adequate safety distance for onboarding as well as disembarking of commuters. At the same time, we are looking forward to having a bigger and engagement, a more widespread engagement with residents in Punggol, in particular those who go to the preschools, the schools as well as Active Ageing Centres to sensitise them to the use of the AVs on the roads."
25-09-2025,Indicators of Success in AV Trials and Helping Public Transport Workers Transition to AV-related Roles,Mr Edward Chia Bing Hui,9,"Thank you, Speaker. I would like to say that the introduction of AVs means exciting opportunities also for our young. So, I would just like to ask Senior Minister of State, how is our Institutes of Higher Learning (IHLs) participating in these trials and are there learning opportunities for students in our IHLs? My second supplementary question is with regard to system-wide benefits, such as, accessibility, in particular. For routes that are currently not viable, does the Ministry see that introduction of AVs create new opportunities for new routes? For example, night riders, bus services and if so, does the Ministry intend to run pilot trials for night rider bus services on AVs? My last supplementary question is with regard to technology convergence with light rail systems. Does the Ministry see there is an opportunity for AVs to be running on tracks that will lead to better system reliability on light rail systems?"
25-09-2025,Indicators of Success in AV Trials and Helping Public Transport Workers Transition to AV-related Roles,Ms Sun Xueling,10,"I thank the Member for the questions that he has raised. Firstly, indeed, we are working closely with our IHLs. I had mentioned in my reply earlier that we are already working with the Nanyang Technological University's CETRAN, which is a centre of excellence when it comes to AV testing. So, there are opportunities for us to work with IHLs when it comes to safety testing, as well as making sure that their curriculum looks into areas of AV technology to prepare them for when AV becomes more commonplace in our ecosystem. Secondly, when it comes to accessibility, indeed, we are looking at routes that are less well served by the public transport system, for a variety of reasons. They could be further away from the main transport nodes. Also, ridership could be lower. There could also be instances where they are not being served because we face difficulties in finding drivers for night rides, for instance. So, there will be particular operational hours which are deemed to be less popular with drivers and we see that there is an opportunity for us to use AVs in those circumstances. On his last question, we will take a look at AV technology. It is evolving rapidly and we would remain open and see how we could use AV technology in as broad a range of transport vehicles as possible."
25-09-2025,Indicators of Success in AV Trials and Helping Public Transport Workers Transition to AV-related Roles,Mr Sharael Taha,11,"I would like to thank the Senior Minister of State for answering questions on AVs. Two supplementary questions from me. Thank you for sharing that AVs must meet the AV safety framework. Can I just confirm that the framework also includes assessment on capability of the system under adverse weather conditions and also redundancy of system, in particular, for cybersecurity? My second question is, and the Senior Minister of State mentioned it earlier, AVs have the potential of helping us serve the quieter areas in towns. One possible area is the area in Jalan Loyang Besar. Can the Senior Minister of State share a bit more about the timeline to scale up these pilots and how can we learn quickly and scale the use of AV in our towns?"
25-09-2025,Indicators of Success in AV Trials and Helping Public Transport Workers Transition to AV-related Roles,Ms Sun Xueling,12,"I thank the Member for his supplementary questions. First and foremost, definitely, I think we are seeing quite extreme weather conditions happening all around the world and in Singapore. So, the AV technology and what we are deploying on our roads is as tested, able to manage adverse weather conditions. On the second question that he asked was on cybersecurity, if I am not wrong. So, the operators must implement robust security measures and protocols which are regularly reviewed to address evolving threats and to maintain system integrity. This is further guided by Technical Reference 68 (TR 68) in Singapore, Part Three, which sets out the cybersecurity principles and the best practices for AVs, covering areas, such as, secure communications, intrusion detection and resilience against remote access attacks. The Member's last question was on timeline. Because the use of AVs in the community is quite novel still, we are taking a more phased approach. So, for instance, for the pilots in Punggol, we are taking about one or two months to collect the data to conduct mapping with the use of the sensors, to collect the data to make sure that the AVs have all the data necessary. And the safety operators on board are also familiar with what to do, if there should be emergency situations. So, that is the first phase, always with a safety operator on board. The second stage we are inviting those who are interested to take the AVs to try out the technology. It will be definitely safe by then, because the AVs would have been running around the roads for some time conducting mapping. But apart from the technical performance indicators, what we are also doing through the pilot deployment is to socialise people to the idea of having the AVs on the road. That is why we are taking, really, a step by step approach to make sure that not only do we have the technical specifications, the performance indicators in place, that also our members of the public are socialised to the AVs. And that is why the roll-out is not as fast as some of us would like it to be, but we think that overall, this is safer and more acceptable to the public. So, after we do this pilot trial in deployment in Punggol, we are definitely thinking of rolling it out to more areas, and that is why I have shared about Tengah. And if there are other suggestions from other Members in this House as to what are the other areas that we can roll this out in, we are more than happy to take in that feedback."
25-09-2025,Update on Feasibility Studies for Seletar MRT Line,Mr Ng Chee Meng,1,asked the Acting Minister for Transport what is the progress of feasibility studies on the Seletar MRT Line where plans were first announced in 2019.
25-09-2025,Update on Feasibility Studies for Seletar MRT Line,Ms Sun Xueling,2,"Mr Speaker, Sir, feasibility studies for the Seletar Line are still ongoing, including on land use, engineering feasibility and environmental impact. We will provide further details when ready."
25-09-2025,Update on Feasibility Studies for Seletar MRT Line,Mr Ng Chee Meng,3,"Mr Speaker, I have been rolling this Parliamentary Question (PQ) over since Monday, because transport connectivity is important. I have heard from Minister Jeffrey Siow that connecting to the Cross Island Line is a possibility, but currently, it is still very congested and honestly, connectivity in Jalan Kayu Fernvale can be improved. So, two quick supplementary questions. I understand the complexities, but can we have a more definitive timeline? After all, it has been six years since the studies have begun. The second supplementary question is: in the meantime, would the Ministry of Transport (MOT) be putting in better bus connectivity? While I understand it is not the most efficient, this would be needed for the long interim."
25-09-2025,Update on Feasibility Studies for Seletar MRT Line,Ms Sun Xueling,4,"I thank the Member for his supplementary questions and I am very well aware that he has rolled over this question several times. I know he is very, very concerned for his Jalan Kayu residents and also, residents in the North East area. I will first say that rail projects, as we all know, are major public investments and they do require careful consideration of a variety of factors. This include current and future land use needs, and that is why we also need to look at engineering feasibility and also potential environmental impacts. We have to work with the relevant planning agencies to assess the demand and the implementation timeline of the project so as to be able to support existing and future developments along the corridor, as well as sourcing for suitable sites for a train depot, which are large facilities. This is followed by detailed engineering studies to ascertain the engineering feasibility and the appropriate corridor and station locations to maximise the catchment while trying to minimise inconveniences and disruptions as much as possible, during the construction phase. We are already doing this as quickly as we can, but at the same time, are making sure that no stones are left unturned. We are working in close consultation with other land use agencies such as the Urban Redevelopment Authority, the Housing and Development Board, and JTC. On the Member's second question with regard to concerns that residents currently have on transport accessibility, we have shared earlier in the House that when the Cross Island Line Phase 1 and Punggol Extension open in the early 2030s, residents in the North and North East will have more options for travelling to many locations. While the works for the Cross Island Line are happening, in the meantime, we are looking to implement other measures to increase public transport capacity in the North East region. So, the Member has talked about buses. Indeed, since the launch of the Bus Connectivity Enhancement Programme, the Land Transport Authority (LTA) has introduced five new peak hour bus services as alternative options to the NEL and has also enhanced the five existing peak hour bus services. In addition, the LTA has enhanced the travel smart journeys programme earlier this year to encourage commuters in the North East to shift their commutes to off peak periods, or to remode their journeys to eligible express bus services. Lastly, I would also like to mention that we will continue to make enhancements to the bus services under the programme, which I have shared, the Bus Connectivity Enhancement Programme. This includes introducing more peak hour express bus services as alternative options for residents to complement busier Mass Rapid Transit (MRT) lines like the North East Line. And we will be sharing more details as we are progressively identifying and introducing these enhancements."
25-09-2025,Update on Feasibility Studies for Seletar MRT Line,Mr Low Wu Yang Andre,5,"Thank you, Mr Speaker. I have filed a PQ on the Seletar Line for subsequent Sitting, so I will just ask my supplementary question today. I understand that feasibility studies are still ongoing. The original indicative timeline that was initially announced for the Seletar Line was sometime in the 2040s. Given that the NEL overcrowding issues are quite bad already today, and I understand the Cross Island Line is upcoming, but the proposed routing for the Seletar Line is likely to be more of a direct parallel and provide more direct loading relief for the NEL. So, given that, will the Ministry consider accelerating the timeline of the Seletar Line's development?"
25-09-2025,Update on Feasibility Studies for Seletar MRT Line,Ms Sun Xueling,6,"I thank the Member for his question. As I have shared, the feasibility studies are ongoing and where the studies confirm that the line is feasible, we expect to complete the line in phases from the 2040s."
