sittingDate,title,speaker,segment_no,speech_text
05-11-2025,Data on Sanctioned Individuals Operating Tax-exempt Family Offices Locally,Mr Chee Hong Tat,7,"Sir, I think it is not quite appropriate for Mr Tiong to use the word ""stupid"" when we are having a discussion in this House. I asked him a question to clarify what is his position. And I respectfully ask him to withdraw that comment and to apologise."
05-11-2025,Data on Sanctioned Individuals Operating Tax-exempt Family Offices Locally,Mr Kenneth Tiong Boon Kiat,8,"I do withdraw that comment. I will maintain that, that question is not a meaningful question. Thank you."
05-11-2025,Data on Sanctioned Individuals Operating Tax-exempt Family Offices Locally,Mr Chee Hong Tat,9,"Mr Speaker, I am disappointed that Mr Tiong chose to conduct this discussion in this manner. I only wanted to clarify the position so that I can give him a considered response. Earlier, some of his other colleagues, including Mr Pritam Singh, Leader of the Opposition, said that the WP will be a responsible opposition party. And I hope Mr Tiong bears that in mind in our future discourse. Sir, I thank the WP's Mr Tiong for agreeing with me that we should not adopt a zero-risk approach. I think that is the key point that I wanted to clarify. So, he could have just said that and not add on all the other additional comments. So, if we agree with that, that it is not practical to adopt a zero-risk approach, then I think we can take a look at what are some of the moves that we can make to maintain high standards on one hand, that is important, we want to remain a trusted financial centre; and at the same time, remain efficient and competitive. Having high standards is not at odds with being efficient and competitive. If Mr Tiong believes that being inefficient, being overly cumbersome, adopting a zero-risk approach, being overly risk adverse, is the right way to go, I think if we follow his advice, our financial hub status is at risk. We need to take a risk-proportionate, calibrated approach, just like all other major international financial centres – maintain high standards, deter bad actors, take action against them when we discover wrongdoings. No doubt about that. That is our position. But at the same time, welcome genuine investors, legitimate family offices who want to set up and tap our financial services industry here, and create jobs for our people. That is the approach that Singapore wants to take. With regard to the first supplementary question from Mr Tiong, the reports that have surfaced, I mentioned in my main reply that the banks have also been taking action in monitoring the situation and we do reject some of the applications, and some of them, they withdrew after the banks asked questions. And there is also a system whereby the financial institutions would file Suspicious Transactions Reports (STRs). This was something that the banks, the financial institutions have been doing earlier. But we need to bear in mind that STRs on their own do not equate to offences being committed. It is just a suspicious transaction that is being highlighted. For the Police, the Police would have to take a look at these early signals, including the STRs that are filed, and conduct further enquiries on their own, including looking at financial intelligence that they have picked up. And this is what the Police had done. They had also worked with their foreign counterparts to gather further information on the case, because, as I mentioned in my main reply, this case involves not just Singapore, but many other jurisdictions. And after the news broke in October 2025, the Singapore Police Force (SPF) reached out to international counterparts to gather more information on criminality with nexus to Singapore to further these investigations and then took action on 30 October, as I mentioned in my main reply. Mr Tiong also asked, I think he made a comment that there are many flies in the house. I do not know which ""house"" Mr Tiong is referring to, but as far as we are aware, the house of Singapore, we do not have many flies. I mentioned earlier that the SFOs that are involved in money laundering and are convicted for money laundering, represent less than 1%. So, if we accept that we do not want to have zero risk, and we accept that when we open the windows to let in sunlight and fresh air, that there will be some flies, I think less than 1% to me, does not mean that there are many, many flies in this house. And I also mentioned that when we detect those flies, we deal with them firmly. I think that is the key. Not to aim for zero, not to go for zero risk. But when we detect any cases of wrongdoing, when we detect any flies, we go for them. We take a firm enforcement approach. MAS will continue to review our rules and our procedures. I think Mr Tiong is mistaken that we only do the checks at the point of application and not on an ongoing basis. I mentioned earlier that the banks do file STRs, and we are also in the process of reviewing what our rules should be, so that we are able to maintain high standards, we are able to deter bad actors from wanting to come to Singapore and importantly, maintain our competitiveness as a financial centre."
05-11-2025,Data on Sanctioned Individuals Operating Tax-exempt Family Offices Locally,Ms Sylvia Lim,10,"Thank you, Speaker. I have one question for the Minister. It was reported in July that the Minister in his capacity in the MAS had announced that there was an intention to shorten the process of registration for family offices, I think, from 12 months to three months, to make it faster for these offices to open bank accounts and to claim their tax incentives. So, I am just trying to understand whether this shortened process means that banks would have less time to do their due diligence? And in that sense, there is a possibly increased risk that money laundering indications could slip under the radar, in a sense."
05-11-2025,Data on Sanctioned Individuals Operating Tax-exempt Family Offices Locally,Mr Chee Hong Tat,11,"Mr Speaker, I thank Ms Lim for her supplementary question. In the announcement that I made earlier this year, I made it clear – and this is in the public domain, on public record – that we want to look at how we can streamline some of the processes so that the waiting time is not too long, but at the same time, I emphasised this, we must maintain high standards. Why? Because Singapore is not competing on the basis of being the quickest, the one with the lowest standards, the easiest to set up an account. That is not our competitive advantage. Our competitive advantage is that we are a trusted financial centre. And if we want to achieve that, we need to maintain high standards. So, that is why I emphasised that any process change and any streamlining should not compromise our high standards. Having said that, the process changes that we are looking at are also not at odds with maintaining high standards. So, I want to assure Ms Lim that it is not to ask the financial institutions to skip steps or to not look out for certain suspicious reports in their due diligence checks. I think we must maintain high standards in that area. But it is really to clarify – so, what are we looking for, to avoid a lot of toing and froing, and second guessing? And it is also to look at how we can streamline the processes so that, through the use of technology, through the use of information sharing, we make it more efficient, so that we do not deter the genuine cases, but we block out and we do not admit the ones that are suspicious and have problems that will affect our high standards and reputation. It is a fine calibration, but I want to assure Ms Lim that what we recently announced is meant to simplify the requirements and improve operational efficiency. It does not change the anti-money laundering checks that we submit the applicants to. They are still screened, they are still checked."
05-11-2025,Data on Sanctioned Individuals Operating Tax-exempt Family Offices Locally,Mr Chua Kheng Wee Louis,12,"Thank you, Speaker. Let me first declare that I am working in a financial institution which, to my understanding, does businesses with family offices. Just one supplementary question for the Minister. I agree with the Minister that we should act swiftly in such cases, but at the same time, I am also concerned that yes, while we did carry out the enforcement actions within weeks of the US press release, it may give the impression that we are only doing so after the US has commenced action. And so, I wanted to understand, based on what the Minister has shared and based on the SPF's press release, that from the time we received the STR notification in 2024, what have been the reasons for the delay in terms of the actions taken against this group, and whether it is because of the lack of evidence or what were the rationale behind the one year-plus delay?"
05-11-2025,Data on Sanctioned Individuals Operating Tax-exempt Family Offices Locally,Mr Chee Hong Tat,13,"Mr Speaker, I thank Mr Chua for his question. It is kind of similar to what Mr Tiong asked earlier. I did explain the process of how we deal with STRs that are filed by the financial institutions. But please allow me to maybe reiterate some of the key points. So, the financial institutions filed STRs earlier. This was before the US made public that they are taking action against Chen Zhi and his associates. These STRs are part of what the authorities would take into account in assessing whether further investigation will be required and further action will be required. I think Mr Chua is familiar with how this works. He is from the financial services industry. STRs on their own may not equate to an offence being committed. It is just to highlight that could be what looks like a suspicious transaction. So, it is an early risk signal that will need to be looked into, but on its own, does not constitute an offence has been committed. So, the Police will need to look at that and consider other sources of relevant information, including working closely with their international counterparts. If you look at what is happening to the Prince Holdings case, it is not just in Singapore, where the authorities have taken action in recent weeks. I mentioned in my main reply that Hong Kong, Taiwan and the UK are also some of the other jurisdictions that have done the same. So, I think this is the nature of such operations. We need international collaboration. We need to share intelligence and information with our counterparts, and depending on how they structure their complex operations, we then work together to see how we can put a stop to it. It requires global cooperation."
05-11-2025,Data on Sanctioned Individuals Operating Tax-exempt Family Offices Locally,Mr Dennis Tan Lip Fong,14,"I am not sure I heard the Minister accurately, so I just want to ask for good order. When an application is before the SFO, will the office do a first round of anti-money laundering search that is usually required by all financial institutions, law firms or accounting firms, when a client approaches with a new business? And if not, could I request that the Government consider requiring the SFO to do so because, after all, it is the first gatekeeper in any of this relationship with a new family office?"
05-11-2025,Data on Sanctioned Individuals Operating Tax-exempt Family Offices Locally,Mr Chee Hong Tat,15,"Mr Speaker, I thank Mr Tan for his clarification. Sir, we did put up a consultation paper entitled ""Proposed Framework for Single Family Offices"", whereby MAS will take a look, and we made some proposals, on how we can subject the SFOs to a licensing class exemption framework, which would require them to notify MAS of their presence and to comply with specific requirements, such as the SFO and its fund vehicle maintaining a Singapore bank account, thereby subjecting all SFOs to anti-money laundering controls. So, this is something which we will be sharing more details on the date of implementation and also, to look at what are the changes to the legislation that we will need. The point that Mr Tan mentioned earlier about doing the checks, we do that. And we do that at two levels, so the banks will, on their own, do some of these checks with the clients before they allow them to open accounts, and that is part of their due diligence checks. And for MAS, we will do another check if they are applying for tax exemption. So, that is on top of what the banks will check."
05-11-2025,Data on Sanctioned Individuals Operating Tax-exempt Family Offices Locally,Mr Kenneth Tiong Boon Kiat,16,I would like to apologise to the Minister for the comment.
05-11-2025,Data on Sanctioned Individuals Operating Tax-exempt Family Offices Locally,Mr Kenneth Tiong Boon Kiat,17,I would like to apologise to the Minister for my comment on his question.
05-11-2025,Data on Sanctioned Individuals Operating Tax-exempt Family Offices Locally,Mr Chee Hong Tat,18,"Mr Speaker, I thank Mr Tiong for his apology. I accept it and I hope that we can, in future, have such discussions in a civilised and polite manner, a respectful manner. Thank you."
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Mr Cai Yinzhou,1,asked the Minister for Social and Family Development (a) whether the review of the February 2020 fatal child abuse case had established if the child had verbally disclosed or attempted to communicate the abuse during her interactions with relevant agencies; and (b) what specific lessons were learned regarding training of social workers and preschool educators to detect and respond effectively to verbal or non-verbal cues from young children.
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Mr Zhulkarnain Abdul Rahim,2,"asked the Minister for Social and Family Development given the review panel’s findings of the February 2020 fatal child abuse case, whether the Ministry considers the proposed measures sufficient or will stronger reforms such as independent oversight, real-time case-tracking, and statutory reporting duties be implemented to close systemic gaps especially in cases of suspected child abuse and domestic violence."
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Mr Melvin Yong Yik Chye,3,asked the Minister for Social and Family Development (a) what is the threshold that the Child Protective Service (CPS) use to remove a child from the family; and (b) how does the framework deal with pushback and questions on why CPS is seen to intervene too early.
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Mr Xie Yao Quan,4,asked the Minister for Social and Family Development what will be the Government’s response to the recommendations by the review panel looking into the February 2020 fatal child abuse case.
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Ms Diana Pang Li Yen,5,asked the Minister for Social and Family Development (a) what is the Ministry's threshold for determining that a child should be removed from their family; and (b) how does the Ministry balance the need for better protection of children with potential pushback from parents who may question the Ministry's intervention as being too easily triggered.
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Mr Victor Lye,6,asked the Minister for Social and Family Development whether the Ministry will consider introducing a mandatory child safety reporting framework to impose a legal duty on designated relevant persons who become aware of a child at risk to report such cases to the authorities.
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Mr Yip Hon Weng,7,asked the Minister for Social and Family Development following the review panel’s recommendations on strengthening Singapore’s child protection ecosystem (a) how will the Ministry and partner agencies update Parliament and the public once these recommendations are implemented; and (b) what metrics will be used to assess whether such measures have led to sustained improvements and proven effective over time.
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Mr Melvin Yong Yik Chye,8,"asked the Minister for Social and Family Development (a) for each year over the past 10 years, how many calls regarding vulnerable child have the Child Protective Service receive; and (b) whether the Ministry would embark on a systematic review of these calls to ensure that they were recorded and logged as required."
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Mr Xie Yao Quan,9,asked the Minister for Social and Family Development regarding the February 2020 fatal child abuse case (a) whether the Ministry can share details of the emotional support being provided to the Child Protective Service officer presently under disciplinary inquiry for lapses in the case; and (b) whether the Ministry is also providing support to other individuals involved in the case to cope with the emotional burden of the case.
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Miss Rachel Ong,10,"asked the Minister for Social and Family Development (a) whether the Ministry will consider publishing clearer guidelines or case examples on when involuntary child removal from parental care is warranted; and (b) whether a training and post-referral support framework is in place to support persons who make such referrals to the Ministry, even when no abuse is found."
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Miss Rachel Ong,11,asked the Minister for Social and Family Development (a) whether protective or anonymised reporting mechanisms will be introduced to allow for reporting of suspected child abuse concerns safely; and (b) how the Ministry will monitor and mitigate unintended effects of increased reporting such as heavier workloads.
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Mr Xie Yao Quan,12,asked the Minister for Social and Family Development (a) why the Ministry did not convene a review panel on the February 2020 fatal child abuse case in the intervening years before its statement on 8 April 2025 despite early indications that Child Protective Service was consulted; and (b) whether the Ministry will convene a review panel and publish its findings for any death in the child protection ecosystem in future.
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Mr Jackson Lam,13,asked the Minister for Social and Family Development (a) whether the Ministry will introduce mandatory internal audits to flag unlogged or unreturned child protection hotline calls in real time; and (b) how often such data gaps have been detected in the past five years.
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Ms Hany Soh,14,asked the Minister for Social and Family Development in respect of the report on the February 2020 fatal child abuse case (a) when was the deceased child’s father first informed of her situation; and (b) whether the Ministry will consider requiring the parents of an affected child to be informed by relevant agencies and involve both parents in any safety plan regardless of their marital status.
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Ms Valerie Lee,15,"asked the Minister for Social and Family Development (a) whether the Ministry will consider establishing a central coordinating office similar to the Municipal Services Office to serve as an overall coordinating agency for child abuse cases which involve multiple Government agencies; and (b) if not, what are the reasons against it."
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Ms Denise Phua Lay Peng,16,asked the Minister for Social and Family Development (a) how the Ministry intends to enforce the Child Protection Ecosystem Review Panel's recommendation that child protection case management agencies should manage all child abuse cases and be adequately resourced to do their jobs effectively; (b) what will constitute adequate resourcing; and (c) how the Ministry will track systemic improvements such as through reduced caseloads per worker and faster inter-agency response times.
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Ms Denise Phua Lay Peng,17,"asked the Minister for Social and Family Development in view of the recent review of the child protection ecosystem, whether the Ministry will outline a plan for implementing a centralised, risk flagging digital system for at-risk children to provide authorised professional with a holistic view of a child's situation and ensuring that no crucial detail is missed between agencies."
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Ms Cassandra Lee,18,"asked the Minister for Social and Family Development in light of the February 2020 fatal child abuse case, whether the Ministry will develop and facilitate community programmes for neighbours, volunteers, and grandparents to encourage community-based vigilance in recognising early signs of distress in families."
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Mr Gabriel Lam,19,"asked the Minister for Social and Family Development (a) what criteria guide the Ministry officers in determining when a child should be removed from family care due to suspected abuse; and (b) whether the Ministry will review these criteria, risk matrix, and workflows to ensure timely intervention."
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Mr Gabriel Lam,20,asked the Minister for Social and Family Development (a) what steps will the Ministry take to improve the child abuse reporting process in light of the recommendations by the Review Panel to strengthen the child protection ecosystem; and (b) whether such improvements will include safeguards to prevent psychological harm to families wrongly suspected of abuse.
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Miss Rachel Ong,21,asked the Minister for Social and Family Development (a) what are the current criteria for removing a child into protective care or placing them under mandatory supervision; (b) whether the threshold for intervention will be reviewed in light of the February 2020 fatal child incident; and (c) how does the Ministry balance the need for earlier intervention with potential parental pushback.
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Mr Alex Yeo,22,"asked the Minister for Social and Family Development given the Review Panel's findings and recommendations of the February 2020 fatal child abuse incident, whether the Ministry plans to strengthen and align inter-agency coordination, communication and risk assessment criteria between the agencies in the child protection ecosystem, such as Child Protection Services (CPS), SPF, Social Services Agencies and Schools in their management of child abuse reports and cases."
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Mr Victor Lye,23,asked the Minister for Social and Family Development (a) what safeguards are in place to ensure that reported lost and missing child cases are prioritised until physical verification of the child's safety; and (b) how will coordination with relevant social agencies and interested parties be improved to ensure that such cases are actively investigated.
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Mr Desmond Lee,24,"Mr Speaker, Sir, I am answering in my capacity as Minister-in-charge of Social Services Integration. May I have your permission to answer Question Nos 3 to 25 in today's Order Paper together?"
05-11-2025,Lessons Learnt and New Processes following Review into Megan Khung Case,Mr Desmond Lee,25,"Sir, my reply will also cover related questions filed by Members for subsequent Sittings. Members who had filed those questions may wish to withdraw their questions after this session. Thereafter, Minister of State for Home Affairs Goh Pei Ming will, with your permission, Sir, address Questions Nos 26 and 27 in today's Order Paper."
