sittingDate,title,speaker,segment_no,speech_text
24-09-2025,Reviewing Regulatory Framework for Integrated Shield Plans and Assessing Practice of Pre-authorisation,Dr Hamid Razak,11,"Mr Speaker, Sir, I would like to declare my interest as a practising orthopaedic surgeon in the private sector. I would like to thank the Minister of State Rahayu for clarifying. On the issue of Extended Panels, from what I understand, there are differences in practice between insurance companies. For example, the Extended Panel benefit could be by way of contract, which then means that if the pre-authorisation is withdrawn, the benefits will still reach the patient or the consumer. However, if the Extended Panel benefits are by pre-authorisation, then unilateral decisions by insurance companies to stop pre-authorisation would mean that these benefits do not reach the consumer or the patient. So, I hope that the Ministry, in the process of untying the knot and in discussion with the companies, will look at these varying practices between the insurance companies and really look at it from a point of access to care from the consumers' perspective."
24-09-2025,Reviewing Regulatory Framework for Integrated Shield Plans and Assessing Practice of Pre-authorisation,Ms Rahayu Mahzam,12,"I thank the Member for the question. Indeed, the commitment is about consumer protection and ensuring a sustainable system that can be meaningfully tapped on when policyholders or patients want to have options. So, I just want to make a distinction between the measures or regulatory efforts that goes towards the protection versus administrative matters that help insurers deal with this issue. I have explained earlier that pre-authorisation and also empanelment of doctors, is a way for insurers to manage their costs, manage the claims. With panels, how it works is that, usually there is an additional rider that the patient or policyholder can tap on, on top of the coverage. And because of that there is a need for the insurers to make sure that they are limiting their exposure of costs. And they put in then, a panel, and that panel has, at the backend, some arrangements of fees with the insurers. So, that is how the system works and in a way, it is a mechanism for the insurers to manage their costs. So, on MOH and MAS' part, we work closely to exercise regulatory oversight so that IP insurers protect the interests of policyholders and that their products are sustainable. And as I mentioned earlier, there are certain parameters which we look at. But IPs and riders are private products and insurers have to compete in a competitive market. Our general practice is to avoid intervening on aspects that are integral to market competition, such as premium, such as service quality. So, while we have an eye out to consumer protection, we do make sure that we allow for the insurers to also use certain mechanisms to get themselves out of the situation. To also allay the Member's concerns, there is a requirement for notification if they change their terms and conditions. So, that is another layer. They are made to inform their policyholders on it. There are also opportunities if there are, indeed, disagreements, the policyholders can reach out to FIDReC to have their disputes resolved."
24-09-2025,Reviewing Regulatory Framework for Integrated Shield Plans and Assessing Practice of Pre-authorisation,Ms Mariam Jaafar,13,"I thank the Minister of State for all the explanations. I understand that it is really a difficult knot to crack. I have a few supplementary questions, but I will make them short. First of all, on fairness and patient interest, I think patients really care that many of them have been paying for a very long time. It is an annual product, but they have been paying for years and years and years. And now they see premiums rising and they are facing more exclusions and tighter panels. So, how is MOH ensuring that patient protection actually is at the heart of the regulatory framework rather than insurance profits? Second, the Minister of State mentioned about education of the consumer. I think part of education involves transparency. If insurance premiums include administrative costs, including the costs around the panels that we were talking about, and their profits are not quite visible to patients, will MOH require clearer disclosures so that patients can make more informed choices about the value of their coverage? Third, since MOH currently relies on persuasion rather than statutory authority over the private component of the IPs, how can patients be assured that insurers cannot prioritise profits over their interest? And related to that, MediShield Life is tightly regulated by law, so a lot of basic IP protections are there. But is MOH considering stronger statutory powers over the private portion of IPs to better protect patients? The Minister of State mentioned that patients can also go to FIDReC if they have any disputes. But FIDReC , the name itself suggests that the primary lens there is financial. And so, would MOH be open to a separate panel that also looks at it more from a health and a patient protection standpoint?"
24-09-2025,Reviewing Regulatory Framework for Integrated Shield Plans and Assessing Practice of Pre-authorisation,Ms Rahayu Mahzam,14,"To respond to the question by the Member, I just want to reiterate again the points that I made. Because the sentiment is really about wanting to make sure that our policyholders and patients, who are going through very difficult situations, are not shortchanged or disadvantaged because of unsavoury practices by the insurance providers. I just want to give that blanket assurance that that is indeed something that we need to look at and that there are already efforts in place for us to address that. What I do want to reiterate is that the manifestation of some of the issues that we are seeing today, in terms of escalating costs and premiums, is not necessarily completely resolved by just regulation alone. There are many different dimensions of it and I mentioned earlier that we are taking a multi-pronged approach to deal with this matter. Just allow me to recap and elaborate a little bit more. As explained, we take a multi-pronged approach. One of the approaches is about having that discussion with insurance providers to make sure that they review their insurance policy design product. Separately, we are also putting in benchmarks, fee benchmarks, to protect against overcharging and guide the pricing, because it is also about how much is charged versus how much they are going to claim. We also put in place measures to enforce against a small minority of doctors who actually make errant claims, because they are the ones who then put in the wrong claims, and end up ballooning the claims. So, there is a claims management office that sets up the claims rules and puts through a claims education process. We are also continuing to drive efforts to improve awareness of these claims practices. We are also contemplating setting up more private hospital options, especially affordable ones, very much like Mount Alvernia, and we are exploring the possibility of new not-for-profit private hospital. These are some of the efforts that we are going to do, but even if we do this decision, it will take a few years. So, what I am trying to demonstrate is that there are many different dimensions that we are looking at in terms of trying to undo this knot, in terms of trying to reduce the claims. Because it is an ecosystem. It is not just about the rising costs. We have to appreciate that the rising claims or the rising premiums cost is as a result of increased claims, it is as a result of consumption and excessive one at that, and it is as a result of over-coverage. So, these are the things that we need to unpack. Therefore, some of the proposals or suggestions that the Member put up is, indeed, something that we consider. We already have levers; MAS, MOH have levers, in terms of oversight to ensure that the practices and the product design is something that is sustainable and ensures protection. There are avenues for the policyholders and claimants to make claims. FIDReC is one part of it, but there are dimensions of the holistic assessment of whether claims are necessary. It is something that they will have to take into account as well. We will continue with the education so that people have more choices. We will consider proposals of putting in more information so that people can make a judgement call and better decisions. But we need to do so meaningfully. These are things that we will continue to do to improve on this issue of rising healthcare costs as well as rising premiums."
24-09-2025,Reviewing Regulatory Framework for Integrated Shield Plans and Assessing Practice of Pre-authorisation,Mr Fadli Fawzi,15,"I have three supplementary questions. Firstly, given that healthcare expenditure has been rising quickly, at what point would the Government consider disallowing insurers for providing as-charged coverage for non-cancer treatments? Secondly, given that since 2018 there still has been rapidly escalating healthcare costs, does that suggest that the private industry is not compliant with the guidelines? And thirdly, the Minister of State mentioned that MOH is also studying the creation of other benchmarks. I am wondering if the Minister of State can clarify if the benchmarks will be for costs, like the cost of consumables, like hospital gowns, meals consumed by patients, to limit the size of insurance claims?"
24-09-2025,Reviewing Regulatory Framework for Integrated Shield Plans and Assessing Practice of Pre-authorisation,Ms Rahayu Mahzam,16,"I thank the Member for the questions. I worry that as we are discussing these issues, we run the risk of conflating many different issues together. There are many different dimensions and contributions towards increasing healthcare costs, including also an ageing demography and an increased burden of chronic diseases. And at a larger level, there are a lot of things that MOH has to do to address the cost. This is also in the space of putting in Healthier SG, doing upstream efforts, making sure screening is in place, making sure our people are healthy. There is a whole slew of efforts that we are putting in place to arrest the increased healthcare cost. This particular situation that we are debating here today relates to a different dimension. It is about how people are consuming products. It is about how the insurance system works. It is about the design of the insurance product. And it is making sure that the different stakeholders in this ecosystem are aware that they all need to do their part. MOH will continue to facilitate this process and it is important for us to appreciate that it is not just about putting in regulations. It is not just about putting in the rules, because we do need to assess. Some of the suggestions that Members have raised here today are things we need to assess, because it may cause a reverse effect. There are measures and ways in which insurance companies will need to address some of their costs to remain sustainable. We need to make sure that those efforts then do not undermine the protection, fairness and transparency to the policyholders. So, that is something that we will continue to manage. We will take in the suggestions and we will continue to review it. But the issue is about making sure that everyone in the ecosystem plays a part. The Member had asked specifically about the benchmarks that I mentioned earlier. I do not have details at this juncture. We already have benchmarks on the professional fees. We are looking at how we can also create some benchmarks on the hospitals' costs, which would probably include some of the elements the Member mentioned."
24-09-2025,Rationale for Selection Criteria and Less Generous Compensation under VERS,Mr Foo Cexiang,1,asked the Minister for National Development (a) whether the Ministry’s plan to only select certain HDB precincts for Voluntary Early Redevelopment Scheme (VERS) will result in VERS having a lottery effect; and (b) whether the Ministry can design VERS to apply to all HDB flats.
24-09-2025,Rationale for Selection Criteria and Less Generous Compensation under VERS,Mr Low Wu Yang Andre,2,asked the Minister for National Development (a) how does the Ministry define and quantify the less generous compensation terms of VERS as compared to SERS particularly in relation to a flat’s market value; (b) what safeguards will protect homeowners whose VERS compensation could be lower than their outstanding mortgage; and (c) what is the projected median cash top-up required for displaced households to secure replacement housing.
24-09-2025,Rationale for Selection Criteria and Less Generous Compensation under VERS,Mr Low Wu Yang Andre,3,asked the Minister for National Development (a) what is the primary policy rationale for compensation under VERS being less generous than SERS; (b) how does the shift away from the SERS lottery effect support the goal of long-term housing affordability; and (c) what assurance can the Ministry provide that VERS will primarily serve as an orderly renewal programme and not a wealth-generating one.
24-09-2025,Rationale for Selection Criteria and Less Generous Compensation under VERS,Mr Chee Hong Tat,4,"Mr Speaker, may I have your permission to answer Question Nos 5 to 7 together?"
24-09-2025,Rationale for Selection Criteria and Less Generous Compensation under VERS,Mr Chee Hong Tat,5,"Thank you, Sir. My reply will also address a related question by Mr Andre Low for written answer on 24 September. Starting from the late 2030s, we will begin to see more HDB flats reach the 70-year mark of their 99-year leases. The Ministry of National Development (MND) and the Housing and Development Board (HDB) will adopt a multi-pronged approach to keep our older flats and estates liveable and vibrant. First, we will upgrade the ageing flats to ensure their safety and liveability. These older flats would have already benefited from one round of upgrades under the previous Main Upgrading Programme (MUP) or the current Home Improvement Programme (HIP) for flats that have passed the 30-year mark. We plan to introduce a second round of upgrades via HIP II for flats which pass the 60-year mark. HIP II will ensure that our older flats are able to last the flat owners till the end of their 99-year lease. Besides the flats, HDB will also upgrade our older estates and neighbourhoods through programmes such as the Neighbourhood Renewal Programme (NRP) and the Silver Upgrading Programme (SUP). We will ensure that residents who are staying in older estates can continue to enjoy a vibrant neighbourhood with refreshed facilities and greenery. Complementing these efforts is the Voluntary Early Redevelopment Scheme (VERS). The primary purpose of VERS is to facilitate the orderly redevelopment of ageing estates by spacing out the redevelopment and construction works in towns where there are many older blocks that were built around the same time. As I had explained in an earlier media interview, VERS is a complex policy and a long-term undertaking for our society. It will impact existing flat owners and future generations of Singaporeans. So, the policy must be designed carefully to be fair and sustainable for both groups. We aim to firm up as many of the policy details as possible during this term of Government. After we have established the VERS framework and parameters, we can then start with a few selected sites, likely in the first half of the next decade. We will continually review our processes as we go along and progressively scale up the VERS programme by the late 2030s, when more HDB flats reach their 70-year mark. Sir, while the details of the scheme are still being firmed up, I would like to highlight three key considerations which I hope we can have broad agreement on from both sides of the House. First, in managing ageing flats and estates, our first priority is to ensure that Singaporeans have a home for life. Today, about 2.5% of HDB households do not own flats that cover the owners to at least age 95. So, 2.5%. The current median lifespan of Singaporeans is 84. Hence, almost all our HDB households own flats with leases that can cover the owners for life. We will continue to closely monitor the proportion of HDB households who do not own flats with sufficient duration of leases that can cover the owners to the end of life and keep this number as small as possible. Second, as I mentioned earlier, the primary purpose of VERS is to facilitate the orderly redevelopment of towns where many older flats were built within short periods of time. This will allow redevelopment works to be carried out in phases within such towns, which will be less disruptive to residents and heartland businesses. Based on this approach, it is not necessary for every older flat to go through VERS, as we are mindful of the disruption to our residents who will need to relocate when their flats undergo VERS. In addition, VERS, as the ""V"" suggests, is voluntary. So, there could be instances where residents who are offered VERS, collectively decide not to proceed. For residents who do not go through VERS, they can continue to stay in their flats until the leases run out. The Government will support them in other ways to keep their flats and estates liveable and vibrant, including through upgrading programs like HIP II, SUP and NRP, which I spoke about earlier. This area of work is an important part of our review as we want to look after residents who go through VERS and also those who do not go through VERS. Third, HDB flats are sold with 99-year leases. A leasehold system ensures fairness to future generations. After 99 years, the land is returned to the state and we can recycle it to build new homes for future generations. This approach allows our current generation to enjoy a diverse range of affordable and accessible housing, while also taking care of the needs of future generations. It improves inter-generational mobility and prevents our society from being split into property owners and those who are not. Mr Low asked how the VERS package would differ from the Selective En bloc Redevelopment Scheme (SERS) package. We had explained previously that VERS and SERS have different objectives. SERS is for selected precincts with high redevelopment potential, unlocked through compulsory acquisition. In contrast, VERS is also to spread out, space out the redevelopment of older towns over time and it will be voluntary in nature. Flats offered VERS will have shorter remaining leases compared to the flats which were previously offered SERS, so the overall compensation for VERS would be lower compared to SERS. Based on the questions from Mr Foo and Mr Low, I note that there is broad agreement from both sides of the House that VERS should not create a lottery effect or end up becoming a wealth-generating programme. I agree with these views from both Members. MND is working out the details of the compensation package. Just as how the valuation of flats varies today, the compensation amount would similarly vary across different VERS sites and flats. We are also studying details such as the voting process and how to support the various demographic groups across different VERS sites with relocation options. MND and HDB will engage Singaporeans on the framework and policy parameters when we are ready with the draft proposals to take in further views and feedback before we finalise the policy and implementation details."
24-09-2025,Rationale for Selection Criteria and Less Generous Compensation under VERS,Mr Low Wu Yang Andre,6,"Speaker, I thank the Minister for his response. I appreciate it is early days for the VERS policy and I appreciate that we are also in broad agreement about its objectives. I think I just want to raise some supplementary questions to clarify and hope the Minister can clarify that these topics are under consideration as we build up this policy. Firstly, as a preamble, I think we can agree that most of the residents who may be subject to VERS will probably be seniors and the elderly. A lot of them will have paid off their mortgages. They would have been expecting to live in these flats until they pass on. So, how can we assure the public that we will consider these considerations when we try and ensure that these seniors are not left with, let us say, outstanding mortgages that the compensation amount cannot cover, or they are forced to deplete their retirement savings in order to top up with cash outlay, in order to secure replacement accommodation? And secondly, I understand the voting process is also being worked out. Perhaps the Minister can also clarify if we are thinking about doing the voting at the estate level or at the block level? How will we deal with situations where let us say three blocks in a five-block cluster have agreed to it, but two blocks are hold-outs? And also, I understand voting is part and parcel of existing programmes like upgrading. However, the consequences of being in the minority that disagrees and is brought along when the majority agrees to the VERS programme, are much heavier for those who are unwilling to participate. So, how will we make sure that the needs of the minority who disagree are met?"
24-09-2025,Rationale for Selection Criteria and Less Generous Compensation under VERS,Mr Chee Hong Tat,7,"Mr Speaker, I would like to first thank Mr Andre Low for re-affirming that the Workers' Party and the Government are in broad agreement on the objectives of VERS, as I shared in my main reply earlier. I thank him for that. Mr Low has also raised some very valid questions in terms of how we are going to carry out the VERS policy. These are indeed some of the key considerations that my colleagues and I are currently discussing. I agree with Mr Low that the large majority of the flat owners for the flats that are going through VERS, would likely be seniors. If we can maintain the gatekeeping for people to buy homes that can last them for life, so by the time the flats reach the time that they need to go through VERS, which will be at least about 70 years or more, we would expect that most of the residents staying in these older flats would be seniors and hopefully, they would have already paid off their mortgages. So, that is why we feel that it is important to have that upfront gatekeeping, to ensure that when people buy homes, we keep the number of people who cannot stay in these homes till the end of their lives to be as small as possible, so that homes can be for life. I also agree with Mr Low that the voting process needs to be looked at carefully. Because the stakes are higher, as Mr Low pointed out, compared to say, going through HIP. So, certainly I think we would have to pay careful attention to how we manage the voting process to ensure fairness to different stakeholders. Whether we do it at the estate level or at the block level, I think these are important issues that we need to look at. I do not want to jump too far ahead, so I do seek Mr Low's understanding that these are details which I think we would have to share after we have carefully considered the different options. But if you think back on the objectives of VERS, which is to facilitate the orderly redevelopment of older towns where there are many flats that were built around the same period, I think you do need to implement some of this redevelopment, not block by block, but at least a cluster of a few blocks, so that it will be a more orderly process for the redevelopment works."
24-09-2025,Rationale for Selection Criteria and Less Generous Compensation under VERS,Mr Foo Cexiang,8,"Thank you, Speaker. My view is that indeed we should not create a lottery effect with the implementation of VERS. I am also glad that the hon Member, Mr Andre Low, has also agreed that it should not be a wealth-generating tool. In fact, Mr Low has also raised important points that the Minister has agreed should be considered. I have two further clarifications, I think they elucidate the complexity of the issue. First, the Minister has shared that the intent of VERS is to ensure an orderly redevelopment. At the same time, because it is going to be voluntary, it is going to be subject to voting. My question is what levers do we have to ensure that there will be a certain amount of success in the voting process? If not, then, how does the orderly redevelopment take place. My second clarification is, to ensure that VERS does not become a lottery, indeed, as the Minister said, to ensure that we have homes for life, it means that the alternatives to ensure that all our Singaporeans have homes that are good and fit for accommodation for the entire duration of the tenures, will need to be important. So, NRP, HIP II – these are important programmes."
24-09-2025,Rationale for Selection Criteria and Less Generous Compensation under VERS,Mr Chee Hong Tat,9,"Mr Speaker, I thank Mr Foo for his two supplementary questions. Indeed, I think this consideration between how we can help residents who go through VERS and how we can also look after residents who do not go through VERS, is an important one. I would say that while we are firming up the policy parameters and the details of VERS, it should not stop us from being clear. Because there will be residents who do not go through VERS – either because they are not offered VERS or because they voted not to proceed with VERS collectively – that we will have to make sure that their flats and their estates can remain liveable, can remain safe and can remain vibrant. This is something which we will have to pay careful attention to. We will share more details of HIP II when we are ready. But the concept of HIP II is, say, at the 60-year and above mark, to be able to invest in upgrading the interiors of the older flats to keep them safe and liveable and to also pay attention to looking after the needs of the residents as they age together with the flats. So, the upgrades will also have to pay attention to making the flats senior-friendly and safe. That is something which, I think, we are quite clear. That regardless of what the package for VERS is, this objective of upgrading our older flats to keep them liveable, safe, upgrade our estates to keep our estates vibrant and liveable; that is something that we will do. On top of that, there will be a need to think through the parameters of VERS. Because Mr Foo is correct that if we do not have anyone voting for VERS, supporting VERS, going through with VERS, then we cannot achieve the objective of orderly redevelopment. So, that is something we will have to think through and strike a careful balance on, so that we are fair to both the existing flat owners, but also to future generations and to keep this sustainable."
24-09-2025,Provision of Affordable Meals and Other Contractual Obligations at Socially-conscious Enterprise Hawker Centres,Mr Foo Cexiang,1,asked the Minister for Sustainability and the Environment whether the National Environment Agency will review the practice of operators of Socially-conscious Enterprise Hawker Centres requiring hawkers to absorb the 10% discount offered to customers paying via the operator apps.
24-09-2025,Provision of Affordable Meals and Other Contractual Obligations at Socially-conscious Enterprise Hawker Centres,Mr Chua Kheng Wee Louis,2,"asked the Minister for Sustainability and the Environment (a) what principles currently guide who should bear the cost of providing affordable and nutritious meals to low-income patrons; and (b) whether the Ministry will review the current distribution of responsibility for providing such meals to low-income patrons between Socially-conscious Enterprise Hawker Centre operators, their stallholders, NEA, and consumers."
24-09-2025,Provision of Affordable Meals and Other Contractual Obligations at Socially-conscious Enterprise Hawker Centres,Mr Chua Kheng Wee Louis,3,asked the Minister for Sustainability and the Environment (a) whether Socially-conscious Enterprise Hawker Centre operators require the approval of NEA to change contractual terms with stallholders; (b) how regularly does NEA review contracts between SEHC operators and stallholders; (c) whether NEA can and has exercised its veto against such contractual terms; and (d) whether NEA intends to conduct a comprehensive review of the SEHC model.
24-09-2025,Provision of Affordable Meals and Other Contractual Obligations at Socially-conscious Enterprise Hawker Centres,Ms Goh Hanyan,4,"Mr Speaker, may I seek your permission to take Question Nos 8 to 10 from today's Order Paper together?"
