sittingDate,title,speaker,segment_no,speech_text
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Sharael Taha,11,"asked the Deputy Prime Minister and Minister for Trade and Industry given Singapore’s reliance on global energy markets (a) what is our quantified exposure to prolonged Strait of Hormuz disruption; (b) what is the projected pass-through of rising oil prices into household costs over the next six to 12 months; and (c) beyond energy, what critical imports such as food, logistics, aviation are most at risk, and what diversification strategies are in place."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Sharael Taha,12,"asked the Deputy Prime Minister and Minister for Trade and Industry in light of rising global energy prices and resulting increases in fuel, utilities and logistics costs (a) what is the Government’s assessment of how such costs are passed through to businesses and consumers; (b) whether price adjustments are justified and proportionate; and (c) what measures are in place to ensure fair and timely pass-through of cost reductions and prevent unjustified price increases."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Sharael Taha,13,"asked the Deputy Prime Minister and Minister for Trade and Industry in light of ongoing tensions in the Strait of Hormuz and the disruption to global crude oil and feedstock flows (a) what is the Government’s assessment of the impact on supply into Singapore’s refineries; and (b) how will this affect refinery utilisation rates, downstream output including fuels and petrochemicals, and Singapore’s overall position as a refining and trading hub."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Lee Hong Chuang,14,"asked the Deputy Prime Minister and Minister for Trade and Industry in light of the current economic climate, how can the Government ensure that energy support measures like subsidies or grants are precisely targeted to help to most vulnerable small and medium enterprises (SMEs) without creating market distortions or giving unfair competitive advantages across sectors."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Ms Mariam Jaafar,15,"asked the Deputy Prime Minister and Minister for Trade and Industry in light of disruptions arising from the conflict involving Iran (a) whether the Government has reassessed the balance between efficiency and resilience in Singapore’s energy and supply chain strategy; and (b) if so, how is the reassessment being operationalised across industries."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Ms Nadia Ahmad Samdin,16,asked the Deputy Prime Minister and Minister for Trade and Industry (a) how the Government is monitoring food price movements in response to the Middle East conflict; and (b) whether more frequent reporting on such movements will be shared publicly to help consumers understand price changes and prepare earlier accordingly.
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Ms Sylvia Lim,17,"asked the Deputy Prime Minister and Minister for Trade and Industry (a) what is the Government's assessment of the impact of the USA, Israel and Iran war on Singapore's energy supply and costs for the next 12 months; and (b) what is the Government's strategy to mitigate the risks and impact of supply disruption and sharp rises in prices."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Liang Eng Hwa,18,"asked the Deputy Prime Minister and Minister for Trade and Industry (a) whether damages to Qatar’s Ras Laffan liquefied natural gas (LNG) facilities have material impacts on Singapore’s short and medium term LNG supply; (b) whether alternative sources and procurement arrangements are sufficient to offset any shortfall; and (c) whether the declarations of force majeure arising from these disruptions will have significant impacts on Singapore’s downstream industries, including electricity generation and industrial users."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Liang Eng Hwa,19,"asked the Deputy Prime Minister and Minister for Trade and Industry weather the current energy supply shocks arising from conflicts in the Middle East are expected to accelerate Singapore’s efforts to diversify its energy mix, including increased investments in alternative energy sources such as nuclear energy."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Saktiandi Supaat,20,"asked the Deputy Prime Minister and Minister for Trade and Industry (a) whether the current Middle East conflict has highlighted risks to Singapore from supply fragmentation and energy nationalism, including export restrictions by producer countries; and (b) how Singapore is strengthening its long-term energy security strategy in response."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Saktiandi Supaat,21,"asked the Deputy Prime Minister and Minister for Trade and Industry whether the Government can provide a holistic assessment of the macroeconomic impact of the Middle East conflict thus far on Singapore, including (i) inflation pass-through (ii) growth risks (iii) household cost pressures and (iv) policy responses, under both baseline and adverse energy shock scenarios."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Ms Hazlina Abdul Halim,22,"asked the Deputy Prime Minister and Minister for Trade and Industry in light of recent impact of the Middle East conflict on global energy supply (a) what national-level measures are in place or being considered to encourage energy conservation; and (b) what immediate interim support or adjustments can households, workers and businesses expect at this time."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Fadli Fawzi,23,asked the Deputy Prime Minister and Minister for Trade and Industry (a) what is the status of Singapore's helium supplies following the closure of the Strait of Hormuz; and (b) whether the Government has contingency plans to help the semiconductor industry access sufficient helium supplies for production.
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Fadli Fawzi,24,"asked the Deputy Prime Minister and Minister for Trade and Industry (a) whether the Government will consider further regulating petrol station operators to ensure that changes in petrol prices, especially increases, are linked to actual market conditions; and (b) if not, why not."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Ms Joan Pereira,25,asked the Deputy Prime Minister and Minister for Trade and Industry in view of the escalating conflicts in the Middle East (a) what is the potential impact of the disruptions in supply chains on Singapore; and (b) what are the mitigating measures to maintain stability in our prices and access to supplies.
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Dr Charlene Chen,26,asked the Deputy Prime Minister and Minister for Trade and Industry given the possibility of a prolonged Middle East conflict (a) what is the Ministry’s latest assessment of the risks to Singapore’s long-term economic stability and job security in trade-dependent sectors; and (b) what specific progress has been made in diversifying energy imports and boosting the national stockpile to buffer against protracted supply chain disruptions.
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Ms Denise Phua Lay Peng,27,"asked the Deputy Prime Minister and Minister for Trade and Industry (a) what is the Government’s assessment of the impact of the Iran war on the (i) rising price of oil and (ii) cost of business, especially energy businesses; and (b) whether there are measures the Government will be taking to address these concerns."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Dennis Tan Lip Fong,28,"asked the Deputy Prime Minister and Minister for Trade and Industry (a) how has the Middle East conflict impacted Singapore’s trade volume and GDP growth forecasts for 2026; and (b) what specific measures are being implemented to support local businesses, particularly SMEs, facing the consequences of the disruption of energy supplies and global trade routes."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Dr Charlene Chen,29,"asked the Deputy Prime Minister and Minister for Trade and Industry in view of the Middle East conflict (a) how is the Ministry monitoring the impact of fuel price volatility on Small and Medium Enterprises (SMEs) with high transport and energy costs; and (b) whether the Ministry will consider targeted temporary support, including energy grants or enhancements to the Energy Efficiency Grant (EEG), to help businesses manage cost spikes and mitigate downstream impact on consumers."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Christopher de Souza,30,"asked the Deputy Prime Minister and Minister for Trade and Industry (a) what is the Ministry’s assessment of Singapore’s ability to withstand current oil price shocks arising from the Middle East conflict; and (b) how the Government will support households and businesses facing cost-of-living pressures arising from the conflict in the short, medium and longer term."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Ms Elysa Chen,31,asked the Deputy Prime Minister and Minister for Trade and Industry in light of recent disruptions to global liquefied natural gas supply chains arising from the ongoing conflict in the Middle East (a) whether the Government can assure Singaporeans that backup plans are in place to maintain energy security; and (b) whether households and businesses should expect any increase in energy prices in the coming months.
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Yip Hon Weng,32,asked the Deputy Prime Minister and Minister for Trade and Industry (a) what proportion of Singapore’s crude oil and liquefied natural gas (LNG) imports currently transit through the Strait of Hormuz; (b) how many days of national consumption can our existing oil and LNG stockpiles sustain; and (c) what contingency plans are in place to mitigate prolonged Middle East supply disruptions.
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Assoc Prof Terence Ho,33,"asked the Deputy Prime Minister and Minister for Trade and Industry in view of the risks of a prolonged conflict in the Middle East affecting oil prices, whether the Ministry plans to review (i) its targets for renewable energy and (ii) its approach or timeframe for the deployment of other alternative energy sources including nuclear power."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Christopher de Souza,34,asked the Deputy Prime Minister and Minister for Trade and Industry what lessons can be drawn from the current oil crisis to inform Singapore’s long-term energy-security strategy.
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Lee Hong Chuang,35,asked the Deputy Prime Minister and Minister for Trade and Industry in view of the current conflict in Iran affecting energy prices (a) what is the outlook and strategy for ensuring Singapore’s energy security; and (b) what intervention measures will the Ministry be prepared to take if oil prices continue to spiral as a result of a prolonged conflict.
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Ms Nadia Ahmad Samdin,36,"asked the Deputy Prime Minister and Minister for Trade and Industry (a) what is the Government’s assessment of how rising fuel prices are affecting SMEs and Singaporeans who depend on their vehicles for daily income, including private hire drivers and delivery riders; (b) what support is available to these segments; and (c) what safeguards are in place to ensure that fuel price increases do not disproportionately burden consumers through excessive pass-through."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Ng Shi Xuan,37,"asked the Deputy Prime Minister and Minister for Trade and Industry whether there are plans to accelerate (i) the review of applications for or (ii) expand the scope of the Energy Efficiency Grant, to help businesses navigate recent volatility in energy costs and ensure energy stability."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Edward Chia Bing Hui,38,"asked the Deputy Prime Minister and Minister for Trade and Industry (a) whether the Ministry will ensure that increases in global oil and gas prices do not disproportionately impact domestic electricity tariffs; (b) if so, what are its plans; and (c) what mechanisms are in place to moderate cost pass-through to consumers, if any."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Edward Chia Bing Hui,39,"asked the Deputy Prime Minister and Minister for Trade and Industry what are the Ministry’s plans to ensure that industries disproportionately affected by rising energy costs receive targeted and timely support, if any."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Ms Lee Hui Ying,40,"asked the Deputy Prime Minister and Minister for Trade and Industry in view of rising energy prices, whether the Government will consider (a) lowering the fuel excise duty; and (b) introducing interim measures to help households and businesses cope with the impact of current rising fuel costs."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Ms Poh Li San,41,"asked the Deputy Prime Minister and Minister for Trade and Industry in view of the increase in petrol and diesel prices due to the Middle East conflict, whether the Government will consider support measures for local small and medium enterprises (SMEs) that are heavy users of petrol and diesel, especially those in the construction and transportation sectors."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Ang Wei Neng,42,"asked the Deputy Prime Minister and Minister for Trade and Industry given elevated oil prices and a potential for significant increases in electricity prices, whether the Ministry is making plans to help (i) small and medium enterprises to cope with the sudden shock and (ii) consumers, especially those who have to rely on fuel and electricity to make a living."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Ms Joan Pereira,43,"asked the Prime Minister and Minister for Finance in view of the conflicts in the Middle East and disruptions to global trade routes (a) what is the potential impact on Singapore's cost of living, especially for the lower-income groups; and (b) whether support measures will be considered."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Alex Yam,44,asked the Prime Minister and Minister for Finance in light of rising oil prices arising from the conflict in the Middle East and the possible knock-on effects on inflation and business costs (a) what measures are in place to cushion the impact on households and businesses; and (b) whether the Government is prepared to provide further targeted assistance should prices rise significantly.
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Dr Hamid Razak,45,"asked the Prime Minister and Minister for Finance (a) whether the Ministry has assessed the impact of current fuel excise duties on consumers amid recent global fuel price increases; (b) whether temporary adjustments to fuel duties have been considered as a stabilisation measure; and (c) if so, what criteria or thresholds would guide such a policy review."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Dr Wan Rizal,46,"asked the Prime Minister and Minister for Finance given rising fuel prices and their knock-on effects on food, transport and utilities (a) how does the Government assess the adequacy of existing support measures for middle- and lower-income households; and (b) whether additional targeted assistance will be considered if inflationary pressures persist."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Ms Mariam Jaafar,47,"asked the Prime Minister and Minister for Finance (a) whether the Government has assessed how external shocks such as the conflict involving Iran might propagate through the economy in uneven ways across sectors and income groups; and (b) how support measures, if any, will be adapted to these differentiated impacts."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Ms Denise Phua Lay Peng,48,asked the Prime Minister and Minister for Finance (a) what is the Government’s assessment of the impact of the Iran war and the worsening geopolitical environment on (i) businesses (ii) livelihoods and (iii) overall rising costs of living; and (b) whether there are measures the Government will be taking to address these concerns.
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Ang Wei Neng,49,asked the Prime Minister and Minister for Finance in view of the recent escalation in oil prices and the potential downstream impact on food prices (a) whether the Government is prepared to bring forward U-Save rebate benefits and CDC vouchers meant for the later part of this year and January 2027; and (b) what additional measures can the Government provide to mitigate the impact of any sudden spike in inflation.
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Chua Kheng Wee Louis,50,"asked the Prime Minister and Minister for Finance (a) what has been the increase in electricity prices to households charged by electricity retailers over the past month; and (b) in view of expected increases in electricity tariffs, whether the Government is considering increasing household support measures to mitigate the impact of higher utilities costs in Singapore."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Gerald Giam Yean Song,51,asked the Prime Minister and Minister for Finance (a) whether the Ministry will consider a temporary reduction in fuel excise duties to alleviate the impact of the current energy price surge on the net earnings of transport-dependent businesses and individuals; and (b) what specific measures are being implemented to assist such businesses and individuals.
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Ng Chee Meng,52,"asked the Prime Minister and Minister for Finance given the rising fuel prices and expected increases in electricity prices in Singapore (a) whether the current U-Save rebates are likely to remain adequate to offset HDB households’ utilities expenses and cushion the impact on middle- and lower-income households; and (b) whether the Government will consider providing some support to taxi, private hire car drivers and delivery platform riders."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Ms Nadia Ahmad Samdin,53,"asked the Minister for Sustainability and the Environment how Singapore is strengthening its position as a resilient global hub amid ongoing geopolitical instability and the ongoing conflict in the Middle East, including in areas such as supply chain reliability, food security innovation and energy transition."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Ms Poh Li San,54,"asked the Minister for Sustainability and the Environment in view of the Iran war potentially affecting food production in certain parts of the world, will SFA be stepping up its stockpiling and adjusting its food import diversification strategy in case of a prolonged conflict and longer-term impact on global food supplies and food prices."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Kenneth Tiong Boon Kiat,55,"asked the Minister for Sustainability and the Environment (a) whether Singapore's strategic food reserves meet the Government's adequacy targets; (b) given that nearly half of globally traded urea and sulphur transit the Strait of Hormuz, whether the Ministry has assessed the impact on Singapore's food import prices; and (c) what measures have been taken since the closure on 2 March 2026 to buffer possible future food price increases."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Dr Choo Pei Ling,56,"asked the Minister for Sustainability and the Environment in light of recent global developments affecting food supply chains (a) what mechanisms are in place to stabilise or moderate the impact on food prices for consumers if disruptions occur across multiple import sources simultaneously; (b) whether the Ministry has tested its contingency plans to address such disruptions under simulated conditions; and (c) if so, what are the findings from such tests."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Ms Lee Hui Ying,57,asked the Acting Minister for Transport in light of recent fare adjustments by Grab and ComfortDelGro (a) whether the Ministry was consulted prior to the implementation; and (b) what regulatory oversights and concrete safeguards are in place to prevent private hire and taxi operators from passing down the burden of rising fuel costs to commuters.
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Dr Wan Rizal,58,"asked the Acting Minister for Transport in light of recent global energy price volatility (a) what is the estimated impact of higher petrol and diesel prices on the monthly operating costs of private hire vehicle (PHV) drivers, taxi drivers and delivery riders; and (b) whether there are contingency measures to provide targeted relief should prices remain elevated."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Pritam Singh,59,"asked the Acting Minister for Transport in view of high energy prices arising from the latest conflict in the Middle East, whether the Ministry will announce (i) road tax rebates for motorcycles, private hire vehicles, taxis and commercial vehicles and (ii) petrol duty rebates for private hire and taxi drivers."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Dennis Tan Lip Fong,60,"asked the Acting Minister for Transport (a) what is the Ministry's assessment of the prolonged Middle East conflict’s impact on (i) Singapore’s sea and air freight reliability and (ii) our transport hubs; and (b) what specific measures are being taken to help affected Singapore-flagged vessels, Singapore carriers and shipping companies including mitigating surging transportation and other associated costs."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Foo Cexiang,61,"asked the Minister for Foreign Affairs whether Singapore has been engaging with other countries, especially ASEAN nations, to foster closer cohesion and forge stability in the face of the ongoing global conflicts."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Ms Mariam Jaafar,62,"asked the Deputy Prime Minister and Minister for Trade and Industry (a) whether the Government assesses that global inflation dynamics have shifted from a cyclical to a more structurally volatile regime, in light of repeated geopolitical shocks; and (b) if so, what is the Government's plan to ensure that its policy adapts beyond short-term stabilisation."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Gan Kim Yong,63,"Mr Speaker, as I will be delivering a Ministerial Statement together with my colleagues later on, may I have your permission to take Question Nos 1 to 62 in my Ministerial Statement."
07-04-2026,"Impact of War in Iran on Singaporeans and Singapore's Businesses, Trade, Supply Chains, LNG Stockpiles and Prices",Mr Gan Kim Yong,64,"Thank you, Sir."
07-04-2026,Constraints Limiting Conversion of Under-utilised HDB Multi-storey Car Park Spaces for Community Uses,Mr David Hoe,1,"asked the Minister for National Development (a) aside from demand, potential disamenities, fire safety, exit capacity and structural loading, what other constraints may limit the conversion of unde-rutilised HDB multi-storey car park (MSCP) spaces for community uses; and (b) whether such constraints apply to the MSCP at Clementi Peaks."
07-04-2026,Constraints Limiting Conversion of Under-utilised HDB Multi-storey Car Park Spaces for Community Uses,Ms Sun Xueling,2,"The Housing and Development Board (HDB) periodically receives requests to repurpose multi-storey car parks (MSCPs) for alternative uses. This matter was also raised by the Member for Sengkang Group Representation Constituency (GRC), Assoc Prof Jamus Lim, during the Committee of Supply (COS) 2026 debate for the Ministry of Culture, Community and Youth last month. As MSCPs are built for vehicle parking, HDB would need to carefully evaluate proposals to repurpose these MSCPs. They have to bear in mind considerations, such as residents' needs and safety. The assessment also includes the factors cited by Mr David Hoe, such as having enough lots to meet the demand for parking over time, potential disamenities to residents and technical considerations including fire safety requirements, exit capacity and structural loading. Revenue considerations, including opportunity costs from forgone income that Assoc Prof Jamus Lim mentioned at the COS debate last month, are not a factor in HDB's assessment. It is important for me to clarify this point, so that members of the public have the correct set of facts and do not form the wrong impression based on what Assoc Prof Lim said. In the case of Clementi Peaks, the project was completed less than four years ago in July 2022. Parking needs have not yet fully stabilised and it is too early to consider converting the parking spaces to other uses at this juncture."
07-04-2026,Constraints Limiting Conversion of Under-utilised HDB Multi-storey Car Park Spaces for Community Uses,Mr David Hoe,3,"Thank you, Speaker. I thank the Senior Minister of State for her response. I would like to seek clarification on how the Ministry assesses what it means when parking needs have been stabilised? What criteria or benchmark are we looking at? And how did we arrive at these criteria and benchmark? Secondly, I would like to ask also, as a Member of Parliament to Clementi Division, at Block 463 MSCP, on my numerous visits to this carpark, I have noticed that it has been severely under-utilised to a point that there are no cars on Level 7. And oftentimes, I see that residents are doing their jogs, children are cycling, parents are teaching their children how to cycle. I understand that in the current situation, current circumstance, that it is not ready to be repurposed. I would like to seek the Senior Minister of State on what alternatives can I then give to my residents? Because when they look at me, they are just asking for space and we do have space at Level 7 of the MSCP, but it is severely under-utilised with no cars at Level 7 on occasional visits."
07-04-2026,Constraints Limiting Conversion of Under-utilised HDB Multi-storey Car Park Spaces for Community Uses,Ms Sun Xueling,4,"On Mr Hoe's first question, parking demand can change and evolve over time, especially in a new estate. You could have changes in household sizes and with that, changing in parking needs. That is why it can take quite a number of years before parking demand in a new estate stabilises. That is the case for Clementi Peaks, which I mentioned was completed less than four years ago. So, HDB does not recommend conversion of parking spaces into alternative uses during the early years of developments, because with premature conversion where the parking spaces are removed permanently, this could lead to parking shortages in the later years should the parking demand grow. On Mr Hoe's second question, our HDB estates are designed with playgrounds, with community spaces, with open lawns. And residents can use these places for leisure. For under-utilised space in MSCPs, these are incidental spaces, and they are not designed and intended for community activities and gatherings. But where the opportunity arises, HDB can consider repurposing suitable carparks into alternative uses, subject to meeting the parking needs of residents, which I mentioned earlier, as well as technical feasibility."
07-04-2026,Constraints Limiting Conversion of Under-utilised HDB Multi-storey Car Park Spaces for Community Uses,Assoc Prof Jamus Jerome Lim,5,"I thank the Senior Minister of State for her clarification on how revenue considerations are not critical. I am very gratified to hear this. And yet, in my experience, HDB has seemed very reticent to appeals for change of use. Perhaps the Senior Minister of State could clarify a clear set of criteria for appeals of change of use that HDB takes into consideration, that Town Councils can submit to ensure that such requests will be taken into account seriously."
