debate_id,title,turn1,turn2,sector_label,confidence,combined_text
D036,"Managing National Food Stockpile while Being Mindful of Wastage, Nutritional Value and Food Prices",asked the Minister for Sustainability and the Environment (a) how stockpiled food is drawn down on; and (b) whether steps are taken to avoid food wastage in the process.,"asked the Minister for Sustainability and the Environment (a) how frequently are food items in national stockpiles replaced to ensure nutritional value is not diminished; (b) whether the food items released from stockpiles can still be sold or distributed to reduce food wastage; (c) whether the cost of freezing the stockpiles in sub-zero temperature warehouses is borne by food suppliers; and (d) if so, how are they compensated.",Environment,HIGH,"Managing National Food Stockpile while Being Mindful of Wastage, Nutritional Value and Food Prices [SEP] asked the Minister for Sustainability and the Environment (a) how stockpiled food is drawn down on; and (b) whether steps are taken to avoid food wastage in the process. [SEP] asked the Minister for Sustainability and the Environment (a) how frequently are food items in national stockpiles replaced to ensure nutritional value is not diminished; (b) whether the food items released from stockpiles can still be sold or distributed to reduce food wastage; (c) whether the cost of freezing the stockpiles in sub-zero temperature warehouses is borne by food suppliers; and (d) if so, how are they compensated."
D037,Tracking Tenure Duration and Ethnicity of Tenants for Open-market Rental of HDB Flats,"asked the Minister for National Development (a) whether HDB systematically tracks tenure duration and ethnicity of tenants for open-market rentals; (b) if not, how does HDB ensure rentals remain short-term and do not significantly alter block or precinct ethnic composition; and (c) if so, whether violations of the Ethnic Integration Policy have been detected.","The Ethnic Integration Policy (EIP), seeks to ensure that our Housing and Development Board (HDB) estates remain diverse and inclusive, and applies to the sale and purchase of all HDB flats, as well as the allocation of HDB public rental flats. For EIP-constrained flat owners with extenuating circumstances, HDB has been exercising flexibility and provides a range of assistance measures on a case-by-case basis. Tenants who rent HDB flats on the open market are not subject to EIP. The majority of these tenants are non-citizens from diverse ethnic backgrounds and countries. Their stays are typically temporary in nature and do not affect the ethnic proportions in our public housing estates over the long term. To prevent the formation of foreigner enclaves and maintain the Singaporean character of our HDB heartlands, HDB introduced the non-Citizen quota in 2014, which caps the number of flats that can be wholly rented out to non-Malaysian non-citizens within each block and neighbourhood. Eligible HDB flat owners must have fulfilled the minimum occupation period before renting out their whole flats. They are also required to seek HDB's approval and meet the non-Citizen quota. The rental period is capped at two years when owners rent out their flats to non-Malaysian non-citizens. If irregularities are detected, HDB will take appropriate enforcement action against the flat owner.",Housing & Property,HIGH,"Tracking Tenure Duration and Ethnicity of Tenants for Open-market Rental of HDB Flats [SEP] asked the Minister for National Development (a) whether HDB systematically tracks tenure duration and ethnicity of tenants for open-market rentals; (b) if not, how does HDB ensure rentals remain short-term and do not significantly alter block or precinct ethnic composition; and (c) if so, whether violations of the Ethnic Integration Policy have been detected. [SEP] The Ethnic Integration Policy (EIP), seeks to ensure that our Housing and Development Board (HDB) estates remain diverse and inclusive, and applies to the sale and purchase of all HDB flats, as well as the allocation of HDB public rental flats. For EIP-constrained flat owners with extenuating circumstances, HDB has been exercising flexibility and provides a range of assistance measures on a case-by-case basis. Tenants who rent HDB flats on the open market are not subject to EIP. The majority of these tenants are non-citizens from diverse ethnic backgrounds and countries. Their stays are typically temporary in nature and do not affect the ethnic proportions in our public housing estates over the long term. To prevent the formation of foreigner enclaves and maintain the Singaporean character of our HDB heartlands, HDB introduced the non-Citizen quota in 2014, which caps the number of flats that can be wholly rented out to non-Malaysian non-citizens within each block and neighbourhood. Eligible HDB flat owners must have fulfilled the minimum occupation period before renting out their whole flats. They are also required to seek HDB's approval and meet the non-Citizen quota. The rental period is capped at two years when owners rent out their flats to non-Malaysian non-citizens. If irregularities are detected, HDB will take appropriate enforcement action against the flat owner."
D038,Cumulative Noise Cap Implementation for Concurrent Infrastructure Projects with North-South Corridor Project,"asked the Acting Minister for Transport in respect of the construction noise from the North-South Corridor project (a) whether a cumulative noise cap can be implemented for residential estates facing concurrent projects; and (b) whether the Ministry will review the 70-metre distance rule for noise barriers where residents face over five years of infrastructure noise, specifically at Nuovo and Castle Green condominiums.","Where cumulative noise levels exceed regulatory noise limits for the North-South Corridor, the National Environment Agency will work with the Land Transport Authority and its contractors to coordinate construction schedules to minimise overlapping activities, where practicable. Enforcement action will be taken against individual sites that exceed regulatory noise limits. Noise barriers must be installed for construction projects within 75 metres of noise-sensitive premises, including residential buildings. Localised noise impact assessments must also be conducted before and during construction, and if needed, contractors would have to implement further noise mitigation measures.",Other / Cross-cutting,LOW,"Cumulative Noise Cap Implementation for Concurrent Infrastructure Projects with North-South Corridor Project [SEP] asked the Acting Minister for Transport in respect of the construction noise from the North-South Corridor project (a) whether a cumulative noise cap can be implemented for residential estates facing concurrent projects; and (b) whether the Ministry will review the 70-metre distance rule for noise barriers where residents face over five years of infrastructure noise, specifically at Nuovo and Castle Green condominiums. [SEP] Where cumulative noise levels exceed regulatory noise limits for the North-South Corridor, the National Environment Agency will work with the Land Transport Authority and its contractors to coordinate construction schedules to minimise overlapping activities, where practicable. Enforcement action will be taken against individual sites that exceed regulatory noise limits. Noise barriers must be installed for construction projects within 75 metres of noise-sensitive premises, including residential buildings. Localised noise impact assessments must also be conducted before and during construction, and if needed, contractors would have to implement further noise mitigation measures."
D039,Mother Tongue Exemption or Replacement for Students with Conditions Such As Autism Spectrum Disorder or Dyslexia,"asked the Minister for Education (a) how schools determine eligibility for Mother Tongue Language exemption or replacement options for students with conditions, such as autism spectrum disorder or dyslexia; and (b) whether existing processes ensure timely access to relevant developmental information with parental consent, so parents have early clarity on potential eligibility.","The Ministry of Education (MOE) is committed to helping every student achieve their fullest potential in Mother Tongue Language (MTL) learning, including students with special educational needs. This is the goal of our bilingualism policy, although we recognise that each student's learning journey is unique. For students who need additional support, we provide it through targeted programmes, like the Mother Tongue Support Programme, available at Primary 3 and 4, and a less demanding MTL curriculum from Primary 5. We understand that some students with special educational needs continue to struggle with MTL despite receiving support. When this happens, schools partner closely with parents to carefully review the student's progress and learning needs. MOE adopts a holistic process when reviewing applications for MTL exemption. Throughout this process, we work with parents to ensure they understand the criteria and timeline. Our assessment considers how the child is managing across all subjects, what specific challenges their condition presents and whether alternative support measures might better serve their needs. Exemptions are granted only in exceptional circumstances where a student's special educational needs significantly impact their ability to cope with their overall learning.",Education,HIGH,"Mother Tongue Exemption or Replacement for Students with Conditions Such As Autism Spectrum Disorder or Dyslexia [SEP] asked the Minister for Education (a) how schools determine eligibility for Mother Tongue Language exemption or replacement options for students with conditions, such as autism spectrum disorder or dyslexia; and (b) whether existing processes ensure timely access to relevant developmental information with parental consent, so parents have early clarity on potential eligibility. [SEP] The Ministry of Education (MOE) is committed to helping every student achieve their fullest potential in Mother Tongue Language (MTL) learning, including students with special educational needs. This is the goal of our bilingualism policy, although we recognise that each student's learning journey is unique. For students who need additional support, we provide it through targeted programmes, like the Mother Tongue Support Programme, available at Primary 3 and 4, and a less demanding MTL curriculum from Primary 5. We understand that some students with special educational needs continue to struggle with MTL despite receiving support. When this happens, schools partner closely with parents to carefully review the student's progress and learning needs. MOE adopts a holistic process when reviewing applications for MTL exemption. Throughout this process, we work with parents to ensure they understand the criteria and timeline. Our assessment considers how the child is managing across all subjects, what specific challenges their condition presents and whether alternative support measures might better serve their needs. Exemptions are granted only in exceptional circumstances where a student's special educational needs significantly impact their ability to cope with their overall learning."
D040,Enhancement of Annual Disbursement of LifeSG Credits under Large Families Scheme to Eligible Children,asked the Prime Minister and Minister for Finance whether the Government will consider enhancing the annual disbursement of LifeSG credits under the Large Families Scheme to eligible children in large families aged seven to 12.,"The Large Families Scheme (LFS) was designed based on National Population and Talent Division's (NPTD's) research and feedback from parents that they needed more financial support for children aged zero to six years old. Accordingly, under the LFS, parents will receive $1,000 each year in Large Family LifeSG Credits (LFLC) for each third and subsequent Singapore Citizen child, from the year that the child turns one to the year that the child turns six. There is a wide range of financial support for children beyond the first six years. These include Child Development Account (CDA) Government co-matching, significant education and healthcare subsidies, parenthood tax benefits, and top-ups to the CDA, Edusave Account and Post-Secondary Education Account (PSEA). As part of Budget 2025, all Singapore Citizen children aged zero to 12 also receive $500 in Child LifeSG Credits, which families can use to defray their child-raising and household expenses, while those aged 13 to 16 and those aged 17 to 20 receive $500 in their Edusave Account and PSEA respectively. The Government will continue to monitor the LFS and consider adjustments where necessary.",Social & Family Policy,HIGH,"Enhancement of Annual Disbursement of LifeSG Credits under Large Families Scheme to Eligible Children [SEP] asked the Prime Minister and Minister for Finance whether the Government will consider enhancing the annual disbursement of LifeSG credits under the Large Families Scheme to eligible children in large families aged seven to 12. [SEP] The Large Families Scheme (LFS) was designed based on National Population and Talent Division's (NPTD's) research and feedback from parents that they needed more financial support for children aged zero to six years old. Accordingly, under the LFS, parents will receive $1,000 each year in Large Family LifeSG Credits (LFLC) for each third and subsequent Singapore Citizen child, from the year that the child turns one to the year that the child turns six. There is a wide range of financial support for children beyond the first six years. These include Child Development Account (CDA) Government co-matching, significant education and healthcare subsidies, parenthood tax benefits, and top-ups to the CDA, Edusave Account and Post-Secondary Education Account (PSEA). As part of Budget 2025, all Singapore Citizen children aged zero to 12 also receive $500 in Child LifeSG Credits, which families can use to defray their child-raising and household expenses, while those aged 13 to 16 and those aged 17 to 20 receive $500 in their Edusave Account and PSEA respectively. The Government will continue to monitor the LFS and consider adjustments where necessary."
D041,"Extending Concession Pass Price Reductions beyond Adults, Seniors and PwDs in view of Transport Fare Increase in December 2025","asked the Acting Minister for Transport in light of the impending transport fare increase in December 2025 and the reduction in prices of monthly concession pass for adults, seniors and persons with disabilities, whether the Ministry will consider reducing the price of concession passes for other groups, such as students and full-time national servicemen.","At each Fare Review Exercise, besides determining the overall fare increase, the Public Transport Council (PTC) also determines how much of the adjustment each group of commuters should bear. Higher concessions are ultimately cross-subsidised by other commuters. PTC reviews the price and utilisation of monthly passes at each Fare Review Exercise. The prices of monthly passes for students and full-time national servicemen were recently lowered in 2023 by up to 10% and the prices of monthly passes for pre-university students remain the lowest among all monthly passes.",Transport,HIGH,"Extending Concession Pass Price Reductions beyond Adults, Seniors and PwDs in view of Transport Fare Increase in December 2025 [SEP] asked the Acting Minister for Transport in light of the impending transport fare increase in December 2025 and the reduction in prices of monthly concession pass for adults, seniors and persons with disabilities, whether the Ministry will consider reducing the price of concession passes for other groups, such as students and full-time national servicemen. [SEP] At each Fare Review Exercise, besides determining the overall fare increase, the Public Transport Council (PTC) also determines how much of the adjustment each group of commuters should bear. Higher concessions are ultimately cross-subsidised by other commuters. PTC reviews the price and utilisation of monthly passes at each Fare Review Exercise. The prices of monthly passes for students and full-time national servicemen were recently lowered in 2023 by up to 10% and the prices of monthly passes for pre-university students remain the lowest among all monthly passes."
D042,First Responder Agency for Enforcing Late Night Noise Violations,"asked the Minister for National Development which agency is the first response authority for enforcing noise violations after 10.30 pm, such as cases involving individuals playing excessively loud music in public parks.",This question was addressed in the Ministry of National Development's reply to the question asked by Mr Dennis Tan Lip Fong on 25 September 2025.,Defence & Home Affairs,HIGH,"First Responder Agency for Enforcing Late Night Noise Violations [SEP] asked the Minister for National Development which agency is the first response authority for enforcing noise violations after 10.30 pm, such as cases involving individuals playing excessively loud music in public parks. [SEP] This question was addressed in the Ministry of National Development's reply to the question asked by Mr Dennis Tan Lip Fong on 25 September 2025."
D043,Data on Pilgrims Who Have Cleared Medical Screening for Upcoming Haj,asked the Acting Minister-in-charge of Muslim Affairs (a) whether the Government has data on the percentage of pilgrims who have cleared the medical screening for the upcoming Haj; and (b) whether the Acting Minister can share how the Government or MUIS will be assisting those who did not clear the medical screening.,"Of the applicants who have undergone medical screening for this year's Haj pilgrimage, about 98% cleared the medical screening. As for the remaining applicants, the Fatwa Committee has provided guidance based on their medical circumstances. For those who are unable to perform Haj due to health reasons, they may defer their Haj participation to a later year. For those who are suffering from chronic conditions and are unlikely to recover, they may appoint a proxy to perform Haj on their behalf (Haj Badal). However, if this cannot be fulfilled despite all efforts, the Haj obligation is lifted for them. MUIS will provide further details on the Haj Badal arrangement when ready.",Healthcare,HIGH,"Data on Pilgrims Who Have Cleared Medical Screening for Upcoming Haj [SEP] asked the Acting Minister-in-charge of Muslim Affairs (a) whether the Government has data on the percentage of pilgrims who have cleared the medical screening for the upcoming Haj; and (b) whether the Acting Minister can share how the Government or MUIS will be assisting those who did not clear the medical screening. [SEP] Of the applicants who have undergone medical screening for this year's Haj pilgrimage, about 98% cleared the medical screening. As for the remaining applicants, the Fatwa Committee has provided guidance based on their medical circumstances. For those who are unable to perform Haj due to health reasons, they may defer their Haj participation to a later year. For those who are suffering from chronic conditions and are unlikely to recover, they may appoint a proxy to perform Haj on their behalf (Haj Badal). However, if this cannot be fulfilled despite all efforts, the Haj obligation is lifted for them. MUIS will provide further details on the Haj Badal arrangement when ready."
D044,Including Input from Singaporeans Who Graduated Overseas in Fresh Graduates Employment Data,"asked the Minister for Manpower (a) whether Singaporeans who graduated overseas were included in the fresh graduate employment data published by the Ministry in September 2025; (b) of these graduates who found employment, how many were underemployed; and (c) how have recent labour market conditions affected these graduates' employment outcomes.","Mr Speaker, Sir, the fresh graduate employment figures published by the Ministry in September 2025 covered graduates from the local autonomous universities and did not include Singaporeans who graduated from overseas universities. Based on the internationally recognised measure of time-related underemployment, which refers to part-time workers who prefer full-time employment, the underemployment rate among residents aged 25 to 29 who graduated from overseas universities was 0.8% in 2025. This is about 0.1%, slightly above the 0.7% recorded for graduates from local autonomous universities. Overall, the employment outcomes for graduates aged 25 to 29, remain generally strong for both local autonomous universities and overseas universities graduates, with around nine in 10 employed. Even so, graduates from local autonomous universities continue to have slightly more favourable outcomes on balance, and this is reflected in their lower unemployment as well as higher median wages. We will continue to support all of our fresh graduates' entry into the workforce. Students and fresh graduates from our Institutes of Higher Learning (IHLs) can access Education and Career Guidance services within the IHLs. All students and fresh graduates, including those from overseas universities, may also make use of the career matching and coaching services offered by Workforce Singapore (WSG) and the National Trades Union Congress' (NTUC's) Employment and Employability Institute (e2i).",Labour & Workforce,HIGH,"Including Input from Singaporeans Who Graduated Overseas in Fresh Graduates Employment Data [SEP] asked the Minister for Manpower (a) whether Singaporeans who graduated overseas were included in the fresh graduate employment data published by the Ministry in September 2025; (b) of these graduates who found employment, how many were underemployed; and (c) how have recent labour market conditions affected these graduates' employment outcomes. [SEP] Mr Speaker, Sir, the fresh graduate employment figures published by the Ministry in September 2025 covered graduates from the local autonomous universities and did not include Singaporeans who graduated from overseas universities. Based on the internationally recognised measure of time-related underemployment, which refers to part-time workers who prefer full-time employment, the underemployment rate among residents aged 25 to 29 who graduated from overseas universities was 0.8% in 2025. This is about 0.1%, slightly above the 0.7% recorded for graduates from local autonomous universities. Overall, the employment outcomes for graduates aged 25 to 29, remain generally strong for both local autonomous universities and overseas universities graduates, with around nine in 10 employed. Even so, graduates from local autonomous universities continue to have slightly more favourable outcomes on balance, and this is reflected in their lower unemployment as well as higher median wages. We will continue to support all of our fresh graduates' entry into the workforce. Students and fresh graduates from our Institutes of Higher Learning (IHLs) can access Education and Career Guidance services within the IHLs. All students and fresh graduates, including those from overseas universities, may also make use of the career matching and coaching services offered by Workforce Singapore (WSG) and the National Trades Union Congress' (NTUC's) Employment and Employability Institute (e2i)."
D045,Enhancing Vape Detection in Schools and Counselling for Students Caught Vaping,asked the Minister for Education (a) whether the Ministry has plans to require all schools including Institutes of Higher Learning (IHLs) to install vape detectors on campus; and (b) whether students caught vaping in IHLs have access to counselling support.,"asked the Minister for Education (a) how can detection of vape devices in schools be improved more effectively; (b) how will nicotine test kits be implemented in schools; (c) how can a ""peer vigilance culture"" be designed as being supportive rather than seen negatively by students; and (d) how can students who have been identified as vape users be better supported.",Education,HIGH,"Enhancing Vape Detection in Schools and Counselling for Students Caught Vaping [SEP] asked the Minister for Education (a) whether the Ministry has plans to require all schools including Institutes of Higher Learning (IHLs) to install vape detectors on campus; and (b) whether students caught vaping in IHLs have access to counselling support. [SEP] asked the Minister for Education (a) how can detection of vape devices in schools be improved more effectively; (b) how will nicotine test kits be implemented in schools; (c) how can a ""peer vigilance culture"" be designed as being supportive rather than seen negatively by students; and (d) how can students who have been identified as vape users be better supported."
D046,Assessments to Determine Adequacy of Childcare Capacity within Pasir Ris-Changi GRC,"asked the Minister for Social and Family Development (a) whether there are assessments done to determine if there is adequate childcare/pre-school capacity within a precinct to serve the population; (b) if so, whether the assessment is refreshed after a set number of years; and (c) whether there has been any such assessment done for Changi within Pasir Ris-Changi GRC.","The Early Childhood Development Agency (ECDA) closely monitors the current and projected demand for childcare across Planning Areas and localised areas in Singapore. For the latter, we take into consideration factors, such as population size, demographics, enrolment trends and existing preschool supply. ECDA then works closely with the Housing Development Board to develop new preschools in tandem with new Built-to-Order housing developments. We also work with the Urban Redevelopment Authority to set aside space for preschools in private housing developments through the Government Land Sales programme. Where additional capacity is required to meet demand, ECDA also facilitates the development of preschools in atypical sites, such as co-located integrated developments, and by retrofitting disused State properties. Changi, within the Pasir Ris-Changi group representation constituency, falls within the Pasir Ris Planning Area. As of September 2025, there are 45 childcare centres in the Pasir Ris Planning Area, providing about 400 infant care places and 5,490 childcare places. These places have not been fully subscribed, with about 65% and 70% of infant care and childcare places respectively taken up.",Social & Family Policy,HIGH,"Assessments to Determine Adequacy of Childcare Capacity within Pasir Ris-Changi GRC [SEP] asked the Minister for Social and Family Development (a) whether there are assessments done to determine if there is adequate childcare/pre-school capacity within a precinct to serve the population; (b) if so, whether the assessment is refreshed after a set number of years; and (c) whether there has been any such assessment done for Changi within Pasir Ris-Changi GRC. [SEP] The Early Childhood Development Agency (ECDA) closely monitors the current and projected demand for childcare across Planning Areas and localised areas in Singapore. For the latter, we take into consideration factors, such as population size, demographics, enrolment trends and existing preschool supply. ECDA then works closely with the Housing Development Board to develop new preschools in tandem with new Built-to-Order housing developments. We also work with the Urban Redevelopment Authority to set aside space for preschools in private housing developments through the Government Land Sales programme. Where additional capacity is required to meet demand, ECDA also facilitates the development of preschools in atypical sites, such as co-located integrated developments, and by retrofitting disused State properties. Changi, within the Pasir Ris-Changi group representation constituency, falls within the Pasir Ris Planning Area. As of September 2025, there are 45 childcare centres in the Pasir Ris Planning Area, providing about 400 infant care places and 5,490 childcare places. These places have not been fully subscribed, with about 65% and 70% of infant care and childcare places respectively taken up."
D047,Breakdown of Property Ownership Value across Income Groups by Singaporean and Non-Singaporean Households in Last 10 Years,"asked the Minister for National Development what is the value of residential property owned by Singaporean and non-Singaporean households as broken down by household income deciles, in each of the last 10 years.","Based on households surveyed in the Household Expenditure Survey, the median value of owner-occupied residential property owned by resident households by household income deciles is in the table below, as follows: The Government does not collect information on the value of residential property owned by non-resident households.",Housing & Property,HIGH,"Breakdown of Property Ownership Value across Income Groups by Singaporean and Non-Singaporean Households in Last 10 Years [SEP] asked the Minister for National Development what is the value of residential property owned by Singaporean and non-Singaporean households as broken down by household income deciles, in each of the last 10 years. [SEP] Based on households surveyed in the Household Expenditure Survey, the median value of owner-occupied residential property owned by resident households by household income deciles is in the table below, as follows: The Government does not collect information on the value of residential property owned by non-resident households."
D048,Data on Employment of Local Graduates of IHLs and Aquaculture CET Programmes in Sea-based Fish Farm Industry,asked the Minister for Sustainability and the Environment (a) whether the Ministry has data on the proportion of local workers in the sea-based fish farm section who are graduates of local Institutes of Higher Learning or Continuing Education and Training programmes relevant to aquaculture; and (b) what proportion of these graduates are currently employed by existing farms that have received funding under the Agri-Food Cluster Transformation Fund.,The Singapore Food Agency does not collect data on the number of graduates from local Institutes of Higher Learning or relevant Continuing Education Training Programmes who have joined sea-based fish farms or recipients of the Agri-Food Cluster Transformation Fund.,Labour & Workforce,HIGH,Data on Employment of Local Graduates of IHLs and Aquaculture CET Programmes in Sea-based Fish Farm Industry [SEP] asked the Minister for Sustainability and the Environment (a) whether the Ministry has data on the proportion of local workers in the sea-based fish farm section who are graduates of local Institutes of Higher Learning or Continuing Education and Training programmes relevant to aquaculture; and (b) what proportion of these graduates are currently employed by existing farms that have received funding under the Agri-Food Cluster Transformation Fund. [SEP] The Singapore Food Agency does not collect data on the number of graduates from local Institutes of Higher Learning or relevant Continuing Education Training Programmes who have joined sea-based fish farms or recipients of the Agri-Food Cluster Transformation Fund.
